SalesID,PropertyID,AgentID,CustomerID,SaleDate,AgreementDate,RegistrationDate,PropertyType,City,BasePrice,DiscountAmount,FinalSalePrice,GSTAmount,RegistrationCharges,TotalDealValue,CommissionPercent,CommissionAmount,SaleType,PaymentType,LoanRequired,BankName,LoanAmount,DownPaymentAmount,State,ProjectName,SaleStatus
2111,1293,78,486,2021-10-20,2021-09-30,2021-11-04,Villa,Bangalore,18168533,175745,17992788,899639,1079567,19971994,3,539783,New Sale,Cash,Yes,Kotak,8434222,1089454,Delhi,Urban Residency,Lead
2112,730,5,305,2024-03-14,2024-02-23,2024-03-29,Villa,Ahmedabad,6593919,53398,6540521,327026,392431,7259978,2,130810,New Sale,Loan,No,SBI,6243024,3402930,Maharashtra,Emerald Residency,Site Visit
2113,3201,56,728,2025-05-03,2025-04-13,2025-05-18,Apartment,Delhi,5351506,87620,5263886,263194,315833,5842913,2,105277,Resale,Loan,Yes,SBI,6130877,1723726,Maharashtra,Golden Towers,Negotiation
2114,3186,41,313,2024-06-17,2024-05-28,2024-07-02,Plot,Pune,7815052,59831,7755221,387761,465313,8608295,3,232656,New Sale,Mixed,No,Kotak,8280023,2045703,Gujarat,Emerald Garden,Cancelled
2115,3410,32,48,2023-08-11,2023-07-22,2023-08-26,Apartment,Ahmedabad,12731995,315947,12416048,620802,744962,13781812,1,124160,Resale,Loan,Yes,SBI,9609762,2619535,Telangana,Greenfield Garden,Negotiation
2116,1123,59,637,2022-04-23,2022-04-03,2022-05-08,Apartment,Mumbai,5001560,280649,4720911,236045,283254,5240210,1,47209,New Sale,Loan,No,ICICI,9451816,1355436,Tamil Nadu,Urban Towers,Booked
2117,1640,36,724,2025-11-19,2025-10-30,2025-12-04,Apartment,Mumbai,8652816,129978,8522838,426141,511370,9460349,3,255685,Resale,Loan,No,Axis,5946147,2365524,Karnataka,Skyline Enclave,Lost
2118,2454,98,670,2024-08-08,2024-07-19,2024-08-23,Apartment,Chennai,16197225,303985,15893240,794662,953594,17641496,2,317864,Resale,Cash,Yes,SBI,2907443,4277727,Gujarat,Golden Residency,Site Visit
2119,1520,16,833,2022-02-27,2022-02-07,2022-03-14,Plot,Hyderabad,19212547,420750,18791797,939589,1127507,20858893,1,187917,New Sale,Mixed,Yes,Axis,6640273,3825436,Gujarat,Palm Heights,Lost
2120,2496,6,481,2021-07-03,2021-06-13,2021-07-18,Villa,Hyderabad,6074844,348300,5726544,286327,343592,6356463,3,171796,Resale,Loan,Yes,Axis,2535357,2282599,Maharashtra,Golden Garden,Agreement Signed
2121,904,2,705,2024-11-04,2024-10-15,2024-11-19,Apartment,Bangalore,12230611,31637,12198974,609948,731938,13540860,2,243979,Resale,Loan,Yes,HDFC,1003855,3118997,Gujarat,Palm Garden,Cancelled
2122,510,97,924,2024-01-31,2024-01-11,2024-02-15,Villa,Ahmedabad,12755526,136936,12618590,630929,757115,14006634,1,126185,Resale,Loan,No,ICICI,4116677,1062295,Karnataka,Emerald Vista,Cancelled
2123,3901,82,930,2021-09-26,2021-09-06,2021-10-11,Villa,Ahmedabad,10427572,65223,10362349,518117,621740,11502206,1,103623,Resale,Loan,No,ICICI,3342211,3661724,Maharashtra,Golden Plaza,Registered
2124,2427,21,980,2021-03-23,2021-03-03,2021-04-07,Plot,Hyderabad,6306116,421307,5884809,294240,353088,6532137,1,58848,New Sale,Cash,Yes,ICICI,8850015,3617669,Maharashtra,Emerald Garden,Lead
2125,1242,23,600,2023-10-03,2023-09-13,2023-10-18,Villa,Bangalore,13471070,446555,13024515,651225,781470,14457210,2,260490,New Sale,Mixed,Yes,Kotak,1766072,3109267,Delhi,Sunrise Towers,Lost
2126,2608,2,717,2022-03-14,2022-02-22,2022-03-29,Villa,Bangalore,16900226,268557,16631669,831583,997900,18461152,3,498950,Resale,Loan,No,Axis,3638506,1350414,Maharashtra,Urban Heights,Lead
2127,3376,67,382,2022-01-18,2021-12-29,2022-02-02,Plot,Chennai,10057003,34998,10022005,501100,601320,11124425,3,300660,Resale,Mixed,Yes,Axis,1182891,2975834,Maharashtra,Skyline Residency,Negotiation
2128,2580,3,596,2021-12-27,2021-12-07,2022-01-11,Plot,Chennai,14050709,409709,13641000,682050,818460,15141510,1,136410,New Sale,Loan,No,SBI,3969367,4424091,Gujarat,Palm Enclave,Registered
2129,399,25,403,2021-04-22,2021-04-02,2021-05-07,Villa,Bangalore,17194404,253760,16940644,847032,1016438,18804114,1,169406,Resale,Loan,Yes,Axis,1905675,4694068,Telangana,Urban Heights,Negotiation
2130,2814,28,677,2022-12-01,2022-11-11,2022-12-16,Plot,Ahmedabad,13295370,254225,13041145,652057,782468,14475670,1,130411,New Sale,Loan,No,Kotak,7938787,2225670,Gujarat,Skyline Plaza,Cancelled
2131,2138,58,756,2022-03-06,2022-02-14,2022-03-21,Villa,Mumbai,4838898,194973,4643925,232196,278635,5154756,1,46439,Resale,Mixed,Yes,SBI,3219742,4380383,Gujarat,Urban Residency,Agreement Signed
2132,1036,84,299,2021-07-26,2021-07-06,2021-08-10,Villa,Ahmedabad,14910618,366790,14543828,727191,872629,16143648,1,145438,New Sale,Loan,Yes,Kotak,3005354,4564667,Telangana,Skyline Park,Registered
2133,1615,24,243,2024-01-03,2023-12-14,2024-01-18,Villa,Delhi,4770414,152250,4618164,230908,277089,5126161,2,92363,New Sale,Cash,Yes,Axis,9225009,3020531,Telangana,Urban Heights,Agreement Signed
2134,4949,69,49,2023-07-02,2023-06-12,2023-07-17,Plot,Hyderabad,7359265,67330,7291935,364596,437516,8094047,2,145838,Resale,Mixed,Yes,SBI,1525573,4706873,Karnataka,Silver Plaza,Agreement Signed
2135,4090,56,804,2025-10-06,2025-09-16,2025-10-21,Apartment,Pune,6983962,360912,6623050,331152,397383,7351585,3,198691,New Sale,Cash,No,Axis,8217181,1397147,Telangana,Sunrise Vista,Negotiation
2136,2618,62,793,2023-11-07,2023-10-18,2023-11-22,Apartment,Hyderabad,17331351,289791,17041560,852078,1022493,18916131,1,170415,Resale,Loan,Yes,SBI,7064540,1777146,Telangana,Emerald Residency,Lead
2137,4117,51,696,2023-11-07,2023-10-18,2023-11-22,Plot,Hyderabad,4069515,297661,3771854,188592,226311,4186757,3,113155,New Sale,Mixed,No,Kotak,3807530,2791364,Maharashtra,Elite Park,Registered
2138,3675,19,592,2023-01-24,2023-01-04,2023-02-08,Apartment,Ahmedabad,10607648,108508,10499140,524957,629948,11654045,3,314974,New Sale,Loan,No,HDFC,5794075,2964277,Delhi,Royal Park,Lost
2139,3171,22,294,2024-03-18,2024-02-27,2024-04-02,Apartment,Pune,12080266,23821,12056445,602822,723386,13382653,2,241128,Resale,Loan,Yes,Kotak,7918534,3610961,Delhi,Skyline Vista,Registered
2140,4020,27,342,2021-03-13,2021-02-21,2021-03-28,Villa,Delhi,7612225,240881,7371344,368567,442280,8182191,1,73713,New Sale,Mixed,No,ICICI,4946072,3056565,Karnataka,Urban Residency,Lost
2141,802,54,265,2024-05-28,2024-05-08,2024-06-12,Apartment,Ahmedabad,7359058,197874,7161184,358059,429671,7948914,3,214835,New Sale,Mixed,Yes,ICICI,6829288,1025444,Gujarat,Sunrise Vista,Agreement Signed
2142,2549,41,40,2023-10-24,2023-10-04,2023-11-08,Plot,Bangalore,17553225,47116,17506109,875305,1050366,19431780,2,350122,New Sale,Loan,No,HDFC,7651881,524646,Gujarat,Royal Residency,Lead
2143,2926,97,587,2024-03-24,2024-03-04,2024-04-08,Apartment,Pune,17011631,244356,16767275,838363,1006036,18611674,2,335345,Resale,Mixed,No,HDFC,1521840,619921,Tamil Nadu,Sunrise Towers,Negotiation
2144,1984,14,61,2021-08-20,2021-07-31,2021-09-04,Apartment,Ahmedabad,18864514,443427,18421087,921054,1105265,20447406,1,184210,New Sale,Cash,Yes,Kotak,1832204,4035015,Maharashtra,Skyline Plaza,Site Visit
2145,2177,36,12,2024-05-18,2024-04-28,2024-06-02,Apartment,Bangalore,11853644,388279,11465365,573268,687921,12726554,1,114653,Resale,Cash,Yes,Kotak,5099541,3881730,Tamil Nadu,Sunrise Heights,Booked
2146,613,85,766,2024-08-12,2024-07-23,2024-08-27,Apartment,Pune,8665424,25482,8639942,431997,518396,9590335,2,172798,Resale,Cash,No,HDFC,8555959,4550144,Telangana,Silver Plaza,Lost
2147,2041,71,502,2022-12-08,2022-11-18,2022-12-23,Villa,Bangalore,6462493,29196,6433297,321664,385997,7140958,1,64332,Resale,Mixed,No,Axis,8619656,3301291,Maharashtra,Elite Homes,Agreement Signed
2148,3590,68,804,2025-02-23,2025-02-03,2025-03-10,Plot,Bangalore,10282906,483404,9799502,489975,587970,10877447,2,195990,New Sale,Loan,Yes,Kotak,4131333,2478820,Delhi,Elite Enclave,Lost
2149,900,21,388,2021-05-11,2021-04-21,2021-05-26,Plot,Pune,12047488,462725,11584763,579238,695085,12859086,2,231695,Resale,Loan,Yes,Axis,6140755,3443850,Tamil Nadu,Palm Heights,Booked
2150,4947,35,561,2025-11-24,2025-11-04,2025-12-09,Villa,Delhi,18899858,187183,18712675,935633,1122760,20771068,3,561380,New Sale,Mixed,Yes,ICICI,7839792,4064981,Telangana,Greenfield Vista,Cancelled
2151,1643,44,26,2021-01-04,2020-12-15,2021-01-19,Apartment,Delhi,17775516,194225,17581291,879064,1054877,19515232,3,527438,New Sale,Mixed,No,ICICI,5219565,4438967,Karnataka,Palm Garden,Booked
2152,1801,98,104,2023-05-25,2023-05-05,2023-06-09,Apartment,Hyderabad,8030623,428127,7602496,380124,456149,8438769,3,228074,New Sale,Loan,No,SBI,7925867,1839556,Karnataka,Sunrise Vista,Booked
2153,4888,75,306,2021-04-30,2021-04-10,2021-05-15,Plot,Bangalore,9004515,31357,8973158,448657,538389,9960204,2,179463,New Sale,Loan,Yes,HDFC,2652610,1624705,Karnataka,Silver Plaza,Lead
2154,1718,4,922,2021-08-23,2021-08-03,2021-09-07,Apartment,Delhi,13592774,263969,13328805,666440,799728,14794973,3,399864,Resale,Cash,Yes,Kotak,8579057,2710699,Delhi,Silver Plaza,Negotiation
2155,652,9,609,2024-08-03,2024-07-14,2024-08-18,Villa,Pune,13545360,52441,13492919,674645,809575,14977139,1,134929,New Sale,Cash,Yes,HDFC,3828328,2982249,Delhi,Urban Enclave,Registered
2156,2979,99,925,2023-11-07,2023-10-18,2023-11-22,Apartment,Bangalore,19941077,426691,19514386,975719,1170863,21660968,3,585431,New Sale,Loan,No,Axis,6671917,3741836,Delhi,Skyline Vista,Lead
2157,2189,15,463,2023-11-27,2023-11-07,2023-12-12,Plot,Ahmedabad,15366288,393372,14972916,748645,898374,16619935,2,299458,New Sale,Cash,Yes,Kotak,4352860,4416486,Tamil Nadu,Skyline Vista,Booked
2158,790,26,187,2021-04-17,2021-03-28,2021-05-02,Plot,Chennai,12995029,141289,12853740,642687,771224,14267651,3,385612,New Sale,Mixed,No,HDFC,1349441,4790733,Karnataka,Sunrise Vista,Registered
2159,1196,96,169,2024-02-20,2024-01-31,2024-03-06,Apartment,Pune,17014414,341170,16673244,833662,1000394,18507300,1,166732,New Sale,Cash,No,HDFC,1430570,1177265,Karnataka,Greenfield Vista,Agreement Signed
2160,3479,8,728,2022-08-31,2022-08-11,2022-09-15,Villa,Ahmedabad,17458498,454529,17003969,850198,1020238,18874405,2,340079,Resale,Cash,No,SBI,2561817,2562233,Maharashtra,Urban Residency,Booked
2161,2378,11,107,2024-12-01,2024-11-11,2024-12-16,Villa,Chennai,19196027,439430,18756597,937829,1125395,20819821,2,375131,Resale,Mixed,No,Axis,1430240,4317109,Delhi,Palm Enclave,Lead
2162,313,32,501,2025-10-07,2025-09-17,2025-10-22,Apartment,Pune,17384563,324164,17060399,853019,1023623,18937041,1,170603,Resale,Cash,No,HDFC,4804750,4146856,Gujarat,Palm Garden,Cancelled
2163,3383,85,45,2023-06-09,2023-05-20,2023-06-24,Apartment,Pune,7536871,269312,7267559,363377,436053,8066989,3,218026,New Sale,Mixed,No,Axis,8541554,2756367,Tamil Nadu,Palm Enclave,Lost
2164,3754,95,649,2025-07-06,2025-06-16,2025-07-21,Apartment,Mumbai,12872297,305731,12566566,628328,753993,13948887,2,251331,Resale,Mixed,Yes,SBI,3642497,2363470,Maharashtra,Silver Enclave,Lead
2165,2950,74,885,2021-05-21,2021-05-01,2021-06-05,Plot,Ahmedabad,8700784,171560,8529224,426461,511753,9467438,2,170584,New Sale,Mixed,No,HDFC,7587873,1475948,Gujarat,Skyline Vista,Negotiation
2166,1216,74,993,2022-01-29,2022-01-09,2022-02-13,Apartment,Delhi,19038902,322913,18715989,935799,1122959,20774747,2,374319,New Sale,Loan,No,Axis,9913788,4650882,Tamil Nadu,Golden Towers,Registered
2167,2642,96,440,2021-09-23,2021-09-03,2021-10-08,Villa,Ahmedabad,13294478,155256,13139222,656961,788353,14584536,3,394176,New Sale,Loan,No,ICICI,2137610,4971221,Telangana,Emerald Residency,Negotiation
2168,1636,88,674,2025-10-25,2025-10-05,2025-11-09,Plot,Hyderabad,19736464,401115,19335349,966767,1160120,21462236,3,580060,New Sale,Cash,No,SBI,1397623,3614292,Delhi,Elite Park,Site Visit
2169,4767,38,404,2025-09-01,2025-08-12,2025-09-16,Apartment,Chennai,10856232,112760,10743472,537173,644608,11925253,1,107434,Resale,Loan,No,Axis,5853433,1716526,Telangana,Golden Garden,Site Visit
2170,3514,82,763,2021-10-31,2021-10-11,2021-11-15,Villa,Hyderabad,16866430,435869,16430561,821528,985833,18237922,2,328611,Resale,Mixed,No,SBI,4856488,1558735,Maharashtra,Silver Apartments,Registered
2171,1942,20,168,2023-12-04,2023-11-14,2023-12-19,Villa,Ahmedabad,13428667,423176,13005491,650274,780329,14436094,3,390164,Resale,Mixed,Yes,SBI,1813776,3774998,Maharashtra,Silver Enclave,Cancelled
2172,3467,59,824,2021-07-03,2021-06-13,2021-07-18,Plot,Mumbai,7674537,485050,7189487,359474,431369,7980330,3,215684,Resale,Mixed,Yes,HDFC,8552748,1215236,Maharashtra,Emerald Enclave,Booked
2173,665,18,880,2023-11-28,2023-11-08,2023-12-13,Apartment,Chennai,8142371,450222,7692149,384607,461528,8538284,1,76921,Resale,Mixed,Yes,ICICI,5506042,1392659,Telangana,Emerald Enclave,Lost
2174,762,57,553,2023-10-31,2023-10-11,2023-11-15,Apartment,Ahmedabad,11650362,52188,11598174,579908,695890,12873972,1,115981,New Sale,Loan,No,SBI,8633755,2570178,Tamil Nadu,Urban Heights,Registered
2175,3351,73,195,2024-04-01,2024-03-12,2024-04-16,Apartment,Ahmedabad,12487833,178920,12308913,615445,738534,13662892,1,123089,New Sale,Loan,No,Axis,6913668,3288861,Telangana,Greenfield Garden,Booked
2176,2189,98,376,2022-04-28,2022-04-08,2022-05-13,Villa,Pune,15523770,293486,15230284,761514,913817,16905615,1,152302,Resale,Cash,No,Axis,3356187,3211790,Karnataka,Sunrise Towers,Registered
2177,1851,86,248,2025-01-01,2024-12-12,2025-01-16,Villa,Bangalore,10978550,473417,10505133,525256,630307,11660696,1,105051,New Sale,Loan,No,Axis,4822850,4155643,Delhi,Skyline Vista,Cancelled
2178,4157,7,279,2025-08-15,2025-07-26,2025-08-30,Plot,Hyderabad,6011025,379503,5631522,281576,337891,6250989,1,56315,Resale,Cash,Yes,Axis,2507763,992941,Maharashtra,Greenfield Vista,Lost
2179,2499,24,861,2023-01-02,2022-12-13,2023-01-17,Plot,Pune,13605986,381257,13224729,661236,793483,14679448,3,396741,Resale,Mixed,No,HDFC,5185656,1094168,Telangana,Royal Towers,Negotiation
2180,2178,13,960,2022-07-17,2022-06-27,2022-08-01,Villa,Hyderabad,16705054,216690,16488364,824418,989301,18302083,3,494650,New Sale,Cash,Yes,ICICI,1452598,2679279,Maharashtra,Urban Homes,Booked
2181,3887,90,594,2021-05-19,2021-04-29,2021-06-03,Villa,Pune,15276924,385249,14891675,744583,893500,16529758,2,297833,New Sale,Mixed,Yes,HDFC,2767870,1763876,Gujarat,Royal Towers,Site Visit
2182,1257,100,949,2022-11-19,2022-10-30,2022-12-04,Villa,Pune,11951667,63273,11888394,594419,713303,13196116,3,356651,Resale,Loan,No,SBI,5698588,1210960,Tamil Nadu,Emerald Residency,Booked
2183,3487,75,348,2023-08-09,2023-07-20,2023-08-24,Plot,Pune,18999054,365952,18633102,931655,1117986,20682743,3,558993,New Sale,Loan,Yes,HDFC,7476925,4848662,Telangana,Golden Plaza,Booked
2184,2706,47,769,2024-07-19,2024-06-29,2024-08-03,Villa,Ahmedabad,19865718,433805,19431913,971595,1165914,21569422,1,194319,New Sale,Cash,Yes,Kotak,6081727,2901492,Maharashtra,Sunrise Heights,Lead
2185,1877,61,876,2025-12-26,2025-12-06,2026-01-10,Apartment,Bangalore,4661344,207926,4453418,222670,267205,4943293,2,89068,New Sale,Mixed,No,HDFC,4372378,1242179,Delhi,Emerald Residency,Lead
2186,3773,50,579,2022-06-14,2022-05-25,2022-06-29,Villa,Chennai,10766976,478324,10288652,514432,617319,11420403,1,102886,Resale,Mixed,Yes,ICICI,3949842,794069,Telangana,Urban Garden,Lost
2187,791,26,404,2021-12-14,2021-11-24,2021-12-29,Plot,Ahmedabad,9719927,307294,9412633,470631,564757,10448021,3,282378,New Sale,Mixed,No,HDFC,2596542,3904175,Delhi,Emerald Homes,Negotiation
2188,4518,10,763,2023-09-04,2023-08-15,2023-09-19,Apartment,Chennai,7494333,288616,7205717,360285,432343,7998345,2,144114,New Sale,Mixed,No,SBI,1475584,1252301,Gujarat,Greenfield Vista,Negotiation
2189,784,88,991,2023-04-13,2023-03-24,2023-04-28,Apartment,Pune,10548191,273638,10274553,513727,616473,11404753,1,102745,Resale,Loan,Yes,ICICI,7647288,2449357,Tamil Nadu,Urban Garden,Cancelled
2190,812,100,208,2025-09-16,2025-08-27,2025-10-01,Plot,Bangalore,18720935,228346,18492589,924629,1109555,20526773,3,554777,Resale,Loan,No,HDFC,7428023,949346,Telangana,Silver Enclave,Site Visit
2191,518,46,157,2021-05-14,2021-04-24,2021-05-29,Apartment,Hyderabad,14466188,138008,14328180,716409,859690,15904279,1,143281,New Sale,Loan,No,HDFC,9733417,3436969,Maharashtra,Palm Enclave,Agreement Signed
2192,451,45,960,2022-09-18,2022-08-29,2022-10-03,Plot,Mumbai,8060190,493165,7567025,378351,454021,8399397,1,75670,New Sale,Mixed,No,Axis,4609477,3365861,Telangana,Greenfield Vista,Booked
2193,212,95,992,2023-01-20,2022-12-31,2023-02-04,Apartment,Hyderabad,12869641,384741,12484900,624245,749094,13858239,1,124849,Resale,Mixed,No,Kotak,3492207,3760327,Maharashtra,Urban Towers,Cancelled
2194,1649,67,910,2021-07-19,2021-06-29,2021-08-03,Villa,Delhi,5366778,307423,5059355,252967,303561,5615883,1,50593,New Sale,Loan,Yes,SBI,5530877,1333502,Karnataka,Urban Towers,Registered
2195,1801,7,37,2021-03-11,2021-02-19,2021-03-26,Plot,Bangalore,12230243,156293,12073950,603697,724437,13402084,3,362218,New Sale,Mixed,Yes,Kotak,3711750,2591249,Maharashtra,Royal Residency,Cancelled
2196,219,13,399,2022-09-19,2022-08-30,2022-10-04,Plot,Ahmedabad,14073864,114095,13959769,697988,837586,15495343,1,139597,Resale,Loan,Yes,SBI,6602183,4030610,Maharashtra,Elite Enclave,Lost
2197,964,65,383,2022-10-11,2022-09-21,2022-10-26,Plot,Chennai,9386673,320419,9066254,453312,543975,10063541,1,90662,Resale,Mixed,Yes,Kotak,2426300,2485114,Maharashtra,Elite Park,Negotiation
2198,417,73,846,2025-01-10,2024-12-21,2025-01-25,Villa,Ahmedabad,8699210,422700,8276510,413825,496590,9186925,2,165530,Resale,Cash,Yes,Axis,3292745,4107061,Gujarat,Urban Park,Lead
2199,655,38,406,2025-12-03,2025-11-13,2025-12-18,Villa,Ahmedabad,4054217,241887,3812330,190616,228739,4231685,2,76246,New Sale,Loan,No,Axis,9157044,4927306,Maharashtra,Palm Garden,Cancelled
2200,4211,78,316,2024-10-28,2024-10-08,2024-11-12,Villa,Mumbai,10096282,64896,10031386,501569,601883,11134838,1,100313,New Sale,Mixed,No,SBI,7519124,2091786,Tamil Nadu,Elite Homes,Booked
2201,2870,12,560,2024-11-08,2024-10-19,2024-11-23,Villa,Chennai,9297382,137373,9160009,458000,549600,10167609,2,183200,New Sale,Cash,Yes,ICICI,1050868,4217095,Telangana,Royal Park,Lead
2202,2641,40,15,2024-12-07,2024-11-17,2024-12-22,Apartment,Chennai,14410357,126078,14284279,714213,857056,15855548,1,142842,New Sale,Cash,No,SBI,9666657,2236189,Tamil Nadu,Urban Heights,Lead
2203,2338,48,543,2024-07-31,2024-07-11,2024-08-15,Villa,Bangalore,10463530,437903,10025627,501281,601537,11128445,3,300768,New Sale,Cash,Yes,Axis,2652547,698491,Karnataka,Skyline Park,Registered
2204,3018,40,337,2024-12-26,2024-12-06,2025-01-10,Plot,Mumbai,7952412,370816,7581596,379079,454895,8415570,1,75815,New Sale,Cash,No,Kotak,6998643,3583278,Gujarat,Royal Towers,Cancelled
2205,1181,53,608,2021-04-11,2021-03-22,2021-04-26,Apartment,Delhi,6665234,382071,6283163,314158,376989,6974310,3,188494,Resale,Mixed,No,HDFC,2801720,850269,Telangana,Royal Towers,Lost
2206,2747,5,27,2023-02-20,2023-01-31,2023-03-07,Plot,Ahmedabad,19865380,318742,19546638,977331,1172798,21696767,2,390932,New Sale,Mixed,No,Axis,5261421,504616,Telangana,Skyline Heights,Registered
2207,2927,77,764,2025-01-15,2024-12-26,2025-01-30,Villa,Hyderabad,5346018,45961,5300057,265002,318003,5883062,3,159001,Resale,Mixed,Yes,Kotak,8526190,1539581,Karnataka,Sunrise Heights,Booked
2208,2155,85,400,2022-06-06,2022-05-17,2022-06-21,Apartment,Hyderabad,4530059,210366,4319693,215984,259181,4794858,2,86393,Resale,Cash,Yes,SBI,6828174,4123454,Telangana,Royal Residency,Negotiation
2209,1284,90,829,2024-11-26,2024-11-06,2024-12-11,Apartment,Pune,14681819,55502,14626317,731315,877579,16235211,2,292526,New Sale,Loan,Yes,SBI,3107369,3422976,Delhi,Palm Towers,Booked
2210,3288,75,164,2022-05-31,2022-05-11,2022-06-15,Villa,Ahmedabad,7128185,26534,7101651,355082,426099,7882832,3,213049,Resale,Loan,Yes,SBI,4951550,1656799,Maharashtra,Silver Apartments,Booked
2211,14,37,983,2024-12-13,2024-11-23,2024-12-28,Villa,Pune,14657616,367390,14290226,714511,857413,15862150,3,428706,New Sale,Cash,No,Kotak,9851988,4324438,Telangana,Greenfield Residency,Negotiation
2212,1631,84,329,2024-12-15,2024-11-25,2024-12-30,Villa,Hyderabad,9380731,980,9379751,468987,562785,10411523,2,187595,Resale,Mixed,Yes,Kotak,2193435,3190443,Karnataka,Sunrise Apartments,Site Visit
2213,3157,97,346,2025-12-13,2025-11-23,2025-12-28,Apartment,Ahmedabad,9732679,467805,9264874,463243,555892,10284009,3,277946,Resale,Loan,No,HDFC,3261686,3655341,Karnataka,Golden Towers,Lost
2214,3829,51,517,2023-11-09,2023-10-20,2023-11-24,Villa,Bangalore,4304013,443308,3860705,193035,231642,4285382,3,115821,New Sale,Loan,Yes,ICICI,5310397,953898,Tamil Nadu,Skyline Vista,Booked
2215,344,29,223,2022-05-26,2022-05-06,2022-06-10,Plot,Hyderabad,16694872,361386,16333486,816674,980009,18130169,2,326669,Resale,Mixed,Yes,Kotak,2639193,1693881,Delhi,Skyline Plaza,Agreement Signed
2216,71,22,893,2025-09-29,2025-09-09,2025-10-14,Plot,Pune,12164075,85864,12078211,603910,724692,13406813,2,241564,New Sale,Loan,No,ICICI,4921666,4127225,Tamil Nadu,Silver Enclave,Agreement Signed
2217,2864,77,205,2023-12-17,2023-11-27,2024-01-01,Villa,Bangalore,15202553,341309,14861244,743062,891674,16495980,1,148612,Resale,Loan,Yes,ICICI,4753250,4457571,Maharashtra,Skyline Residency,Registered
2218,3599,26,462,2023-04-10,2023-03-21,2023-04-25,Plot,Chennai,10427269,127109,10300160,515008,618009,11433177,2,206003,Resale,Loan,No,SBI,1180339,1558908,Tamil Nadu,Urban Enclave,Booked
2219,1944,59,287,2025-07-20,2025-06-30,2025-08-04,Apartment,Chennai,12467587,263525,12204062,610203,732243,13546508,3,366121,New Sale,Mixed,No,Axis,9734541,4155720,Maharashtra,Skyline Heights,Cancelled
2220,351,2,530,2023-08-04,2023-07-15,2023-08-19,Villa,Bangalore,7321539,372663,6948876,347443,416932,7713251,3,208466,New Sale,Loan,No,ICICI,7848879,1384324,Delhi,Emerald Residency,Registered
2221,2250,65,662,2022-09-20,2022-08-31,2022-10-05,Villa,Chennai,5347806,56095,5291711,264585,317502,5873798,1,52917,New Sale,Mixed,No,ICICI,9292709,3679467,Gujarat,Elite Park,Negotiation
2222,1751,100,340,2024-06-09,2024-05-20,2024-06-24,Plot,Delhi,18845389,208768,18636621,931831,1118197,20686649,2,372732,Resale,Cash,Yes,Axis,3993818,4778651,Maharashtra,Golden Towers,Registered
2223,4215,5,490,2023-06-02,2023-05-13,2023-06-17,Plot,Delhi,17332573,408585,16923988,846199,1015439,18785626,3,507719,New Sale,Mixed,No,Axis,9136643,4530796,Gujarat,Greenfield Vista,Lead
2224,1578,68,283,2023-09-08,2023-08-19,2023-09-23,Villa,Delhi,5513751,191362,5322389,266119,319343,5907851,1,53223,Resale,Loan,Yes,Kotak,6459634,760599,Tamil Nadu,Greenfield Plaza,Booked
2225,614,97,216,2025-12-10,2025-11-20,2025-12-25,Plot,Ahmedabad,10953762,376594,10577168,528858,634630,11740656,1,105771,Resale,Cash,Yes,Axis,9685330,4636335,Telangana,Sunrise Vista,Agreement Signed
2226,2625,31,944,2024-10-04,2024-09-14,2024-10-19,Villa,Bangalore,11208336,311284,10897052,544852,653823,12095727,1,108970,Resale,Loan,Yes,HDFC,6469879,4589129,Karnataka,Silver Enclave,Cancelled
2227,3503,99,721,2022-08-12,2022-07-23,2022-08-27,Villa,Chennai,17178275,38855,17139420,856971,1028365,19024756,2,342788,New Sale,Loan,Yes,SBI,8911363,1303356,Telangana,Greenfield Vista,Lost
2228,115,77,361,2021-04-18,2021-03-29,2021-05-03,Apartment,Delhi,17493635,181193,17312442,865622,1038746,19216810,1,173124,New Sale,Cash,No,SBI,9779518,4871781,Tamil Nadu,Skyline Residency,Agreement Signed
2229,3530,92,404,2022-02-23,2022-02-03,2022-03-10,Apartment,Delhi,8252446,258154,7994292,399714,479657,8873663,2,159885,Resale,Loan,Yes,SBI,1057706,2111858,Delhi,Emerald Garden,Lead
2230,2896,1,788,2024-11-15,2024-10-26,2024-11-30,Apartment,Ahmedabad,7542093,370923,7171170,358558,430270,7959998,1,71711,Resale,Mixed,Yes,Kotak,2224430,2241892,Tamil Nadu,Sunrise Apartments,Cancelled
2231,952,57,469,2022-05-03,2022-04-13,2022-05-18,Apartment,Ahmedabad,8738056,81080,8656976,432848,519418,9609242,1,86569,New Sale,Cash,Yes,SBI,1573031,3542088,Gujarat,Sunrise Heights,Booked
2232,357,27,84,2022-02-15,2022-01-26,2022-03-02,Apartment,Ahmedabad,12675053,101117,12573936,628696,754436,13957068,1,125739,Resale,Cash,Yes,SBI,7666817,3406727,Tamil Nadu,Urban Heights,Lost
2233,758,56,161,2021-11-24,2021-11-04,2021-12-09,Apartment,Ahmedabad,5789723,397573,5392150,269607,323529,5985286,2,107843,New Sale,Cash,Yes,HDFC,4512725,2007276,Tamil Nadu,Skyline Plaza,Registered
2234,1236,15,87,2024-06-10,2024-05-21,2024-06-25,Villa,Pune,16515779,299480,16216299,810814,972977,18000090,1,162162,Resale,Cash,Yes,ICICI,4690645,3704125,Maharashtra,Palm Towers,Registered
