LeadID,CustomerID,AgentID,LeadCreatedDate,FirstContactDate,LastFollowUpDate,LeadSource,LeadType,LeadStatus,InterestedPropertyType,PreferredCity,BudgetMin,BudgetMax,ConvertedToSale,ConvertedToLease,ConversionDate
2360,786,56,2023-05-01,2023-05-03,2023-05-16,Ads,Rent,Lost,Apartment,Ahmedabad,4782581,18771254,Yes,Yes,2023-05-31
2361,368,86,2022-07-22,2022-07-24,2022-08-06,Referral,Rent,Closed,Plot,Ahmedabad,3766533,7480307,Yes,No,2022-08-21
2362,861,23,2023-12-09,2023-12-11,2023-12-24,Walk-in,Buy,Closed,Plot,Mumbai,3406510,9921688,No,No,
2363,400,55,2024-01-14,2024-01-16,2024-01-29,Ads,Rent,New,Plot,Pune,3843703,6355548,No,No,
2364,346,97,2022-02-28,2022-03-02,2022-03-15,Walk-in,Rent,Lost,Villa,Hyderabad,3146742,17172785,Yes,No,2022-03-30
2365,621,33,2024-11-02,2024-11-04,2024-11-17,Walk-in,Rent,Lost,Apartment,Delhi,3622350,6368858,Yes,No,2024-12-02
2366,649,38,2021-10-10,2021-10-12,2021-10-25,Ads,Buy,New,Villa,Bangalore,3984836,16409804,Yes,Yes,2021-11-09
2367,807,66,2022-09-25,2022-09-27,2022-10-10,Website,Rent,In Progress,Plot,Bangalore,3615627,16800770,No,No,
2368,671,60,2021-01-26,2021-01-28,2021-02-10,Referral,Rent,In Progress,Villa,Chennai,4851734,6423982,Yes,Yes,2021-02-25
2369,592,72,2021-02-13,2021-02-15,2021-02-28,Walk-in,Rent,Closed,Plot,Bangalore,2949236,17982267,Yes,Yes,2021-03-15
2370,743,13,2024-03-17,2024-03-19,2024-04-01,Referral,Buy,Closed,Plot,Mumbai,2541019,8586363,Yes,Yes,2024-04-16
2371,289,99,2025-03-10,2025-03-12,2025-03-25,Walk-in,Rent,Closed,Apartment,Bangalore,4125365,12892702,No,No,
2372,275,61,2025-03-25,2025-03-27,2025-04-09,Walk-in,Buy,New,Plot,Bangalore,4991579,10469868,No,No,
2373,635,13,2023-05-23,2023-05-25,2023-06-07,Referral,Rent,Lost,Plot,Bangalore,3342816,10390242,Yes,Yes,2023-06-22
2374,590,82,2025-11-18,2025-11-20,2025-12-03,Walk-in,Buy,New,Apartment,Chennai,4574985,13225342,Yes,Yes,2025-12-18
2375,287,30,2022-12-04,2022-12-06,2022-12-19,Referral,Rent,Closed,Plot,Chennai,4667861,7415968,No,No,
2376,525,56,2022-03-24,2022-03-26,2022-04-08,Walk-in,Buy,In Progress,Apartment,Delhi,4635328,18310933,Yes,Yes,2022-04-23
2377,412,17,2023-06-28,2023-06-30,2023-07-13,Walk-in,Rent,In Progress,Plot,Bangalore,2181662,8803601,No,No,
2378,605,85,2023-06-18,2023-06-20,2023-07-03,Walk-in,Rent,Lost,Villa,Hyderabad,4347838,7762336,Yes,No,2023-07-18
2379,227,88,2025-11-17,2025-11-19,2025-12-02,Website,Buy,In Progress,Plot,Mumbai,2211023,8807203,No,No,
2380,410,89,2023-01-06,2023-01-08,2023-01-21,Walk-in,Rent,Lost,Apartment,Bangalore,4147814,10142734,No,No,
2381,774,17,2023-10-02,2023-10-04,2023-10-17,Walk-in,Buy,New,Plot,Delhi,2551676,14149609,No,No,
2382,377,15,2023-10-06,2023-10-08,2023-10-21,Walk-in,Rent,In Progress,Plot,Delhi,3300124,13932318,No,No,
2383,484,12,2023-01-27,2023-01-29,2023-02-11,Walk-in,Buy,Closed,Plot,Delhi,2458848,15346323,Yes,Yes,2023-02-26
2384,724,59,2023-02-06,2023-02-08,2023-02-21,Referral,Buy,In Progress,Villa,Chennai,3574019,13356768,Yes,No,2023-03-08
2385,726,41,2021-03-12,2021-03-14,2021-03-27,Ads,Buy,Lost,Plot,Bangalore,3132437,18975499,Yes,No,2021-04-11
2386,648,69,2025-05-23,2025-05-25,2025-06-07,Referral,Buy,New,Apartment,Chennai,4948674,10610402,Yes,No,2025-06-22
2387,907,56,2023-09-29,2023-10-01,2023-10-14,Walk-in,Rent,New,Apartment,Mumbai,4939439,11552947,No,No,
2388,846,71,2022-05-15,2022-05-17,2022-05-30,Ads,Rent,Closed,Apartment,Pune,4789441,17842476,No,No,
2389,118,89,2021-08-08,2021-08-10,2021-08-23,Walk-in,Buy,Closed,Plot,Hyderabad,2199092,7132340,Yes,No,2021-09-07
2390,371,18,2022-06-03,2022-06-05,2022-06-18,Walk-in,Buy,In Progress,Villa,Ahmedabad,3976476,7141539,Yes,Yes,2022-07-03
2391,473,3,2021-10-17,2021-10-19,2021-11-01,Website,Rent,New,Villa,Pune,4063327,14751180,No,No,
2392,391,71,2021-06-07,2021-06-09,2021-06-22,Ads,Rent,Closed,Plot,Ahmedabad,2703614,14609172,Yes,Yes,2021-07-07
2393,616,30,2021-08-19,2021-08-21,2021-09-03,Website,Rent,In Progress,Apartment,Delhi,4097611,13210441,No,No,
2394,422,25,2024-08-26,2024-08-28,2024-09-10,Ads,Rent,New,Villa,Pune,4567974,16585182,No,No,
2395,375,65,2022-02-11,2022-02-13,2022-02-26,Walk-in,Rent,Closed,Plot,Hyderabad,4559477,9856952,No,No,
2396,123,39,2021-03-05,2021-03-07,2021-03-20,Walk-in,Buy,New,Plot,Ahmedabad,4631154,11420775,No,No,
2397,190,26,2021-11-01,2021-11-03,2021-11-16,Ads,Buy,Lost,Villa,Ahmedabad,3356024,10406129,Yes,No,2021-12-01
2398,70,1,2022-02-19,2022-02-21,2022-03-06,Referral,Rent,Lost,Villa,Mumbai,2575241,18112449,No,No,
2399,430,13,2021-08-25,2021-08-27,2021-09-09,Walk-in,Rent,Lost,Villa,Delhi,2671001,18578453,Yes,No,2021-09-24
2400,451,4,2023-03-25,2023-03-27,2023-04-09,Referral,Buy,Lost,Plot,Mumbai,3696441,15711973,Yes,No,2023-04-24
2401,569,95,2023-09-25,2023-09-27,2023-10-10,Referral,Buy,Closed,Apartment,Pune,4230580,18874749,No,No,
2402,912,64,2022-10-17,2022-10-19,2022-11-01,Ads,Buy,In Progress,Villa,Bangalore,2378689,10934797,Yes,Yes,2022-11-16
2403,988,96,2023-05-07,2023-05-09,2023-05-22,Ads,Buy,New,Apartment,Ahmedabad,3872821,12511127,Yes,No,2023-06-06
2404,869,8,2025-02-14,2025-02-16,2025-03-01,Walk-in,Buy,Closed,Villa,Delhi,3055114,11963833,No,No,
2405,49,44,2025-03-28,2025-03-30,2025-04-12,Website,Buy,In Progress,Plot,Mumbai,3682361,19350725,Yes,No,2025-04-27
2406,383,76,2023-11-11,2023-11-13,2023-11-26,Walk-in,Rent,Lost,Apartment,Bangalore,4774854,17039572,No,No,
2407,953,2,2021-08-09,2021-08-11,2021-08-24,Website,Buy,Lost,Plot,Hyderabad,3484112,15955723,No,No,
2408,970,77,2024-10-25,2024-10-27,2024-11-09,Ads,Buy,Lost,Villa,Hyderabad,2036077,17707628,Yes,No,2024-11-24
2409,353,34,2024-11-01,2024-11-03,2024-11-16,Walk-in,Buy,Closed,Villa,Bangalore,2411408,6977513,Yes,Yes,2024-12-01
2410,468,30,2023-08-27,2023-08-29,2023-09-11,Ads,Buy,Lost,Plot,Bangalore,2248083,14840466,No,No,
2411,664,74,2021-10-06,2021-10-08,2021-10-21,Referral,Buy,Lost,Apartment,Chennai,4516066,7556223,No,No,
2412,242,84,2021-10-19,2021-10-21,2021-11-03,Website,Rent,Closed,Villa,Pune,2670047,6661559,Yes,Yes,2021-11-18
2413,431,62,2024-03-02,2024-03-04,2024-03-17,Website,Rent,New,Apartment,Bangalore,2895602,6867079,No,No,
2414,513,70,2023-11-12,2023-11-14,2023-11-27,Referral,Buy,New,Villa,Mumbai,4787650,15046361,Yes,No,2023-12-12
2415,318,79,2021-04-29,2021-05-01,2021-05-14,Website,Buy,Lost,Plot,Hyderabad,3005752,19363758,Yes,Yes,2021-05-29
2416,426,38,2021-03-30,2021-04-01,2021-04-14,Website,Buy,Lost,Apartment,Ahmedabad,2457773,6336421,Yes,No,2021-04-29
2417,596,3,2023-03-03,2023-03-05,2023-03-18,Website,Rent,In Progress,Plot,Hyderabad,3932889,13181691,Yes,No,2023-04-02
2418,866,17,2021-11-25,2021-11-27,2021-12-10,Website,Buy,Lost,Apartment,Hyderabad,2414454,19626116,Yes,Yes,2021-12-25
2419,105,45,2023-06-03,2023-06-05,2023-06-18,Walk-in,Rent,Lost,Apartment,Hyderabad,3984656,13307736,Yes,Yes,2023-07-03
2420,842,34,2024-04-17,2024-04-19,2024-05-02,Ads,Rent,In Progress,Villa,Mumbai,2404362,18851188,Yes,No,2024-05-17
2421,596,57,2023-05-25,2023-05-27,2023-06-09,Referral,Rent,New,Apartment,Chennai,3655137,10871478,No,No,
2422,119,2,2021-12-02,2021-12-04,2021-12-17,Referral,Rent,Lost,Plot,Pune,3071391,15852283,No,No,
2423,104,28,2024-07-27,2024-07-29,2024-08-11,Ads,Buy,Lost,Villa,Chennai,4560794,8012885,No,No,
2424,350,67,2023-11-01,2023-11-03,2023-11-16,Website,Buy,In Progress,Villa,Chennai,4275157,7088471,No,No,
2425,874,21,2024-05-23,2024-05-25,2024-06-07,Referral,Buy,Lost,Villa,Pune,4368402,18847910,No,No,
2426,382,95,2023-02-28,2023-03-02,2023-03-15,Walk-in,Buy,Lost,Apartment,Hyderabad,2932811,10035285,No,No,
2427,508,88,2025-03-12,2025-03-14,2025-03-27,Website,Buy,Lost,Plot,Delhi,4857125,19146174,Yes,Yes,2025-04-11
2428,220,46,2024-10-26,2024-10-28,2024-11-10,Ads,Buy,Closed,Plot,Delhi,4920321,7667961,No,No,
2429,240,41,2024-11-02,2024-11-04,2024-11-17,Referral,Buy,Closed,Apartment,Chennai,4098862,15161599,No,No,
2430,7,40,2025-03-11,2025-03-13,2025-03-26,Website,Buy,New,Villa,Bangalore,3595962,14160524,No,No,
2431,296,15,2023-11-06,2023-11-08,2023-11-21,Ads,Buy,New,Plot,Hyderabad,4860758,8324655,Yes,Yes,2023-12-06
2432,663,65,2023-05-03,2023-05-05,2023-05-18,Website,Rent,Closed,Villa,Hyderabad,4719889,11780243,No,No,
2433,582,26,2025-03-24,2025-03-26,2025-04-08,Website,Buy,New,Plot,Chennai,3825217,7659773,Yes,No,2025-04-23
2434,344,78,2025-06-14,2025-06-16,2025-06-29,Website,Rent,New,Villa,Mumbai,2894079,15785421,Yes,Yes,2025-07-14
2435,398,12,2024-10-23,2024-10-25,2024-11-07,Ads,Rent,New,Plot,Delhi,2924882,12496796,No,No,
2436,113,27,2021-07-04,2021-07-06,2021-07-19,Walk-in,Rent,In Progress,Plot,Delhi,4944427,18440275,Yes,No,2021-08-03
2437,725,5,2023-12-16,2023-12-18,2023-12-31,Ads,Buy,Closed,Plot,Mumbai,3157029,10131429,No,No,
2438,906,62,2023-10-17,2023-10-19,2023-11-01,Website,Buy,Closed,Villa,Mumbai,3136633,15922076,No,No,
2439,786,61,2025-08-16,2025-08-18,2025-08-31,Walk-in,Buy,Lost,Plot,Hyderabad,4011439,18982597,No,No,
2440,785,5,2023-05-04,2023-05-06,2023-05-19,Referral,Rent,Closed,Apartment,Delhi,2126506,15656826,No,No,
2441,632,24,2022-07-06,2022-07-08,2022-07-21,Walk-in,Buy,Closed,Plot,Delhi,4602022,19674544,No,No,
2442,913,83,2021-02-03,2021-02-05,2021-02-18,Referral,Rent,New,Plot,Chennai,4875940,6945037,Yes,No,2021-03-05
2443,447,53,2022-04-25,2022-04-27,2022-05-10,Referral,Rent,New,Plot,Delhi,3596063,18076027,Yes,Yes,2022-05-25
2444,745,78,2022-10-05,2022-10-07,2022-10-20,Ads,Buy,New,Apartment,Chennai,3334820,18344199,Yes,Yes,2022-11-04
2445,666,46,2021-03-11,2021-03-13,2021-03-26,Ads,Buy,New,Villa,Ahmedabad,4132787,11490296,No,No,
2446,731,15,2023-01-14,2023-01-16,2023-01-29,Walk-in,Rent,Lost,Apartment,Bangalore,2014683,12504682,No,No,
2447,155,92,2022-05-28,2022-05-30,2022-06-12,Referral,Rent,Closed,Apartment,Bangalore,3586328,12822276,No,No,
2448,699,89,2021-03-19,2021-03-21,2021-04-03,Walk-in,Buy,Lost,Villa,Ahmedabad,4761885,6290300,No,No,
2449,355,12,2021-10-25,2021-10-27,2021-11-09,Ads,Rent,Closed,Villa,Pune,4248244,8153217,Yes,Yes,2021-11-24
2450,848,9,2023-05-01,2023-05-03,2023-05-16,Walk-in,Buy,Lost,Apartment,Bangalore,2891818,16625344,Yes,Yes,2023-05-31
2451,919,71,2023-01-30,2023-02-01,2023-02-14,Website,Rent,In Progress,Apartment,Ahmedabad,2900608,19781547,Yes,No,2023-03-01
2452,52,6,2022-02-19,2022-02-21,2022-03-06,Referral,Rent,Lost,Villa,Ahmedabad,3748518,9355341,Yes,No,2022-03-21
2453,380,86,2023-07-26,2023-07-28,2023-08-10,Walk-in,Buy,Closed,Plot,Hyderabad,2901206,16223328,Yes,No,2023-08-25
2454,634,13,2022-11-17,2022-11-19,2022-12-02,Walk-in,Buy,Closed,Villa,Bangalore,4653985,18759016,Yes,No,2022-12-17
2455,201,47,2021-02-15,2021-02-17,2021-03-02,Website,Buy,In Progress,Plot,Hyderabad,2628711,6529495,Yes,No,2021-03-17
2456,935,22,2024-02-18,2024-02-20,2024-03-04,Walk-in,Rent,Closed,Plot,Bangalore,4636525,16086737,Yes,Yes,2024-03-19
2457,137,20,2022-02-01,2022-02-03,2022-02-16,Referral,Buy,Lost,Apartment,Mumbai,3082645,8468398,No,No,
2458,371,96,2025-01-08,2025-01-10,2025-01-23,Walk-in,Rent,In Progress,Apartment,Delhi,4345039,9032174,No,No,
2459,326,67,2021-12-09,2021-12-11,2021-12-24,Website,Buy,Lost,Plot,Hyderabad,4944054,10887569,Yes,Yes,2022-01-08
2460,26,53,2021-11-13,2021-11-15,2021-11-28,Website,Rent,Lost,Apartment,Hyderabad,2445509,19177378,No,No,
2461,662,94,2022-03-23,2022-03-25,2022-04-07,Website,Buy,Closed,Villa,Pune,2309821,19268324,Yes,No,2022-04-22
2462,379,97,2025-10-12,2025-10-14,2025-10-27,Website,Buy,In Progress,Plot,Hyderabad,2028651,12036736,No,No,
2463,716,63,2024-11-01,2024-11-03,2024-11-16,Referral,Rent,Closed,Plot,Chennai,4616777,14863760,Yes,No,2024-12-01
2464,566,21,2024-04-18,2024-04-20,2024-05-03,Walk-in,Buy,Closed,Apartment,Delhi,4142117,17785474,No,No,
2465,886,79,2023-12-23,2023-12-25,2024-01-07,Walk-in,Buy,In Progress,Apartment,Ahmedabad,3911550,9347178,Yes,Yes,2024-01-22
2466,757,13,2023-02-12,2023-02-14,2023-02-27,Referral,Rent,Lost,Plot,Pune,3828457,6628520,Yes,No,2023-03-14
2467,313,71,2024-07-30,2024-08-01,2024-08-14,Walk-in,Buy,New,Apartment,Mumbai,3684714,16058332,No,No,
2468,363,80,2024-07-30,2024-08-01,2024-08-14,Ads,Rent,Closed,Villa,Bangalore,2714106,19338018,Yes,Yes,2024-08-29
2469,388,62,2022-11-17,2022-11-19,2022-12-02,Website,Buy,New,Villa,Ahmedabad,2453505,16324455,Yes,No,2022-12-17
2470,950,100,2023-12-06,2023-12-08,2023-12-21,Website,Buy,Closed,Apartment,Ahmedabad,2285818,7634219,Yes,Yes,2024-01-05
2471,536,13,2022-09-13,2022-09-15,2022-09-28,Walk-in,Rent,Lost,Plot,Bangalore,4091786,7880300,No,No,
2472,340,74,2022-05-11,2022-05-13,2022-05-26,Referral,Buy,In Progress,Plot,Delhi,3240313,9871883,Yes,No,2022-06-10
2473,637,94,2024-07-18,2024-07-20,2024-08-02,Ads,Rent,Lost,Plot,Delhi,4799727,17364332,Yes,Yes,2024-08-17
2474,137,57,2023-12-13,2023-12-15,2023-12-28,Referral,Rent,Lost,Apartment,Hyderabad,4389717,12461337,No,No,
2475,275,100,2025-02-20,2025-02-22,2025-03-07,Referral,Buy,Closed,Plot,Mumbai,4100213,9171458,Yes,No,2025-03-22
2476,320,80,2021-12-28,2021-12-30,2022-01-12,Walk-in,Buy,Closed,Apartment,Ahmedabad,2828596,11240813,Yes,No,2022-01-27
2477,69,54,2021-08-14,2021-08-16,2021-08-29,Walk-in,Rent,In Progress,Villa,Delhi,2888923,11195293,No,No,
2478,379,14,2022-07-28,2022-07-30,2022-08-12,Website,Buy,Lost,Villa,Pune,4382949,11163168,No,No,
2479,956,25,2022-12-24,2022-12-26,2023-01-08,Referral,Rent,Closed,Plot,Mumbai,4244278,19214327,Yes,No,2023-01-23
2480,60,5,2025-12-18,2025-12-20,2026-01-02,Website,Rent,In Progress,Apartment,Mumbai,4015538,13050695,Yes,No,2026-01-17
2481,26,79,2024-10-28,2024-10-30,2024-11-12,Walk-in,Buy,Lost,Villa,Delhi,3899923,18253781,No,No,
2482,831,36,2022-08-24,2022-08-26,2022-09-08,Walk-in,Buy,Closed,Apartment,Delhi,4233785,10293607,No,No,
2483,343,90,2025-06-01,2025-06-03,2025-06-16,Website,Rent,In Progress,Villa,Ahmedabad,3571117,16756964,No,No,
2484,516,24,2024-05-06,2024-05-08,2024-05-21,Ads,Buy,New,Plot,Hyderabad,4722284,12170668,Yes,Yes,2024-06-05
2485,764,33,2021-12-24,2021-12-26,2022-01-08,Website,Buy,Closed,Apartment,Chennai,4652322,11974015,No,No,
2486,975,55,2023-11-08,2023-11-10,2023-11-23,Referral,Rent,New,Villa,Delhi,4911023,19747345,No,No,
2487,438,16,2024-09-27,2024-09-29,2024-10-12,Walk-in,Rent,Closed,Apartment,Pune,4160948,17520799,Yes,Yes,2024-10-27
2488,120,51,2021-01-25,2021-01-27,2021-02-09,Referral,Buy,In Progress,Plot,Delhi,4016100,19012781,Yes,Yes,2021-02-24
2489,227,2,2022-08-30,2022-09-01,2022-09-14,Website,Rent,Lost,Plot,Delhi,3963698,15390215,Yes,Yes,2022-09-29
2490,368,6,2025-05-18,2025-05-20,2025-06-02,Ads,Rent,Closed,Villa,Delhi,2907932,9071698,No,No,
2491,449,99,2021-12-15,2021-12-17,2021-12-30,Ads,Buy,Closed,Villa,Ahmedabad,4145177,10986952,Yes,No,2022-01-14
2492,438,91,2024-07-13,2024-07-15,2024-07-28,Ads,Rent,Closed,Villa,Chennai,2239688,8214406,Yes,Yes,2024-08-12
2493,156,41,2021-10-07,2021-10-09,2021-10-22,Walk-in,Rent,New,Plot,Chennai,3542949,8879330,No,No,
2494,570,26,2023-02-18,2023-02-20,2023-03-05,Ads,Buy,In Progress,Villa,Delhi,2199172,8178553,No,No,
2495,706,56,2023-07-11,2023-07-13,2023-07-26,Ads,Rent,Lost,Apartment,Mumbai,2800651,6739416,Yes,No,2023-08-10
2496,568,21,2024-08-19,2024-08-21,2024-09-03,Ads,Buy,In Progress,Apartment,Delhi,2519571,12121554,No,No,
2497,448,72,2023-06-23,2023-06-25,2023-07-08,Ads,Buy,Closed,Villa,Hyderabad,3085153,12297491,No,No,
2498,239,11,2023-02-24,2023-02-26,2023-03-11,Referral,Rent,New,Apartment,Delhi,2085620,6612195,Yes,No,2023-03-26
2499,840,9,2024-01-26,2024-01-28,2024-02-10,Website,Buy,Lost,Plot,Chennai,3525361,18983553,Yes,Yes,2024-02-25
2500,243,42,2023-07-05,2023-07-07,2023-07-20,Website,Buy,In Progress,Apartment,Pune,3302698,12756634,Yes,No,2023-08-04
2501,949,50,2024-04-10,2024-04-12,2024-04-25,Ads,Rent,Lost,Plot,Mumbai,2423989,13481342,No,No,
2502,372,4,2024-02-11,2024-02-13,2024-02-26,Ads,Buy,In Progress,Plot,Hyderabad,2244352,11035438,Yes,Yes,2024-03-12
2503,419,4,2024-04-30,2024-05-02,2024-05-15,Referral,Buy,Closed,Villa,Pune,2612908,12932769,Yes,No,2024-05-30
2504,73,29,2025-03-27,2025-03-29,2025-04-11,Referral,Rent,New,Plot,Pune,4262300,8712065,No,No,
2505,709,30,2022-01-02,2022-01-04,2022-01-17,Website,Buy,Lost,Apartment,Mumbai,3590914,16014400,No,No,
2506,20,83,2023-02-26,2023-02-28,2023-03-13,Walk-in,Buy,New,Villa,Pune,2666065,13933087,Yes,No,2023-03-28
2507,981,58,2022-11-28,2022-11-30,2022-12-13,Referral,Buy,New,Plot,Bangalore,4671583,8125361,Yes,Yes,2022-12-28
2508,755,62,2024-01-27,2024-01-29,2024-02-11,Walk-in,Buy,Lost,Plot,Pune,4730658,14492656,No,No,
2509,318,59,2023-11-10,2023-11-12,2023-11-25,Referral,Rent,Lost,Plot,Pune,4214748,6226071,Yes,Yes,2023-12-10
2510,628,7,2021-07-04,2021-07-06,2021-07-19,Referral,Rent,New,Plot,Bangalore,4160914,15304337,No,No,
2511,69,24,2024-01-21,2024-01-23,2024-02-05,Referral,Buy,Lost,Plot,Hyderabad,3691496,10039226,Yes,Yes,2024-02-20
2512,714,90,2025-10-22,2025-10-24,2025-11-06,Ads,Rent,Lost,Apartment,Delhi,3712556,9593316,Yes,No,2025-11-21
2513,574,94,2025-06-24,2025-06-26,2025-07-09,Walk-in,Buy,Closed,Villa,Chennai,3750219,16210337,No,No,
2514,536,74,2025-10-01,2025-10-03,2025-10-16,Ads,Rent,New,Villa,Hyderabad,2753572,14526510,Yes,No,2025-10-31
2515,500,13,2024-01-20,2024-01-22,2024-02-04,Referral,Rent,Closed,Villa,Hyderabad,3576446,7555669,Yes,Yes,2024-02-19
2516,133,78,2022-07-21,2022-07-23,2022-08-05,Referral,Rent,New,Villa,Bangalore,4072736,11678531,No,No,
2517,835,63,2023-06-09,2023-06-11,2023-06-24,Website,Rent,New,Plot,Bangalore,2544304,18196772,Yes,Yes,2023-07-09
2518,483,25,2021-11-05,2021-11-07,2021-11-20,Website,Rent,New,Plot,Chennai,3404096,14122270,Yes,Yes,2021-12-05
2519,166,65,2021-10-14,2021-10-16,2021-10-29,Ads,Buy,New,Villa,Delhi,2330712,13480879,Yes,Yes,2021-11-13
2520,770,71,2021-06-20,2021-06-22,2021-07-05,Referral,Buy,Lost,Villa,Delhi,3356126,9659912,No,No,
2521,837,88,2022-01-22,2022-01-24,2022-02-06,Ads,Rent,Closed,Plot,Mumbai,3324557,6907271,No,No,
2522,865,73,2021-08-02,2021-08-04,2021-08-17,Ads,Buy,New,Apartment,Bangalore,3415349,8104883,No,No,
2523,872,80,2025-02-04,2025-02-06,2025-02-19,Walk-in,Rent,Closed,Villa,Pune,4877347,17723236,No,No,
2524,733,8,2021-12-27,2021-12-29,2022-01-11,Website,Rent,New,Villa,Pune,3940598,18763194,Yes,Yes,2022-01-26
2525,807,66,2025-04-16,2025-04-18,2025-05-01,Walk-in,Rent,Lost,Apartment,Chennai,4599645,13339272,No,No,
2526,420,84,2024-01-30,2024-02-01,2024-02-14,Ads,Buy,New,Apartment,Mumbai,2483648,13739691,No,No,
2527,548,84,2024-03-13,2024-03-15,2024-03-28,Ads,Rent,In Progress,Apartment,Hyderabad,4258280,12496666,No,No,
2528,706,74,2024-01-11,2024-01-13,2024-01-26,Website,Rent,Closed,Plot,Bangalore,2169083,16659445,No,No,
2529,98,57,2021-10-24,2021-10-26,2021-11-08,Website,Buy,Closed,Villa,Hyderabad,3334654,17517147,Yes,No,2021-11-23
2530,472,89,2021-03-05,2021-03-07,2021-03-20,Walk-in,Rent,Lost,Apartment,Chennai,3063519,10697638,No,No,
2531,868,97,2021-12-05,2021-12-07,2021-12-20,Walk-in,Rent,Closed,Villa,Pune,3671872,7966587,No,No,
2532,382,54,2024-05-16,2024-05-18,2024-05-31,Walk-in,Rent,New,Apartment,Bangalore,4985467,19061735,No,No,
2533,503,25,2025-06-11,2025-06-13,2025-06-26,Walk-in,Buy,Lost,Apartment,Mumbai,3832280,12424685,Yes,No,2025-07-11
2534,96,55,2024-01-18,2024-01-20,2024-02-02,Website,Buy,Lost,Plot,Bangalore,2851929,8854735,No,No,
2535,984,79,2023-09-15,2023-09-17,2023-09-30,Ads,Buy,New,Apartment,Hyderabad,3852140,19027255,Yes,Yes,2023-10-15
2536,879,94,2023-01-29,2023-01-31,2023-02-13,Referral,Rent,Lost,Apartment,Chennai,2101152,7790184,Yes,No,2023-02-28
2537,209,86,2021-02-20,2021-02-22,2021-03-07,Walk-in,Rent,Closed,Villa,Bangalore,4898469,11671912,No,No,
2538,311,19,2021-01-26,2021-01-28,2021-02-10,Website,Rent,Lost,Plot,Delhi,2424239,17830320,No,No,
2539,528,90,2021-10-29,2021-10-31,2021-11-13,Ads,Rent,New,Apartment,Hyderabad,4745843,8731750,Yes,No,2021-11-28
2540,902,47,2024-09-21,2024-09-23,2024-10-06,Website,Buy,In Progress,Apartment,Chennai,2001507,8288966,No,No,
2541,290,62,2021-06-30,2021-07-02,2021-07-15,Walk-in,Rent,In Progress,Villa,Delhi,2188189,12404300,Yes,No,2021-07-30
2542,523,33,2021-03-22,2021-03-24,2021-04-06,Referral,Rent,In Progress,Villa,Ahmedabad,2034436,9734139,Yes,No,2021-04-21
2543,852,27,2024-12-16,2024-12-18,2024-12-31,Walk-in,Buy,Lost,Plot,Chennai,3586835,16355544,Yes,No,2025-01-15
2544,654,29,2025-02-17,2025-02-19,2025-03-04,Referral,Buy,New,Plot,Mumbai,3794049,14944814,Yes,Yes,2025-03-19
2545,881,43,2022-04-12,2022-04-14,2022-04-27,Website,Rent,In Progress,Villa,Chennai,2332910,19273399,Yes,Yes,2022-05-12
2546,585,69,2022-05-06,2022-05-08,2022-05-21,Referral,Rent,Lost,Apartment,Delhi,3138017,15381455,No,No,
2547,455,36,2022-04-11,2022-04-13,2022-04-26,Referral,Rent,Closed,Villa,Ahmedabad,4143919,13228647,No,No,
2548,737,87,2022-03-27,2022-03-29,2022-04-11,Ads,Rent,Closed,Villa,Delhi,3513883,18673408,Yes,Yes,2022-04-26
2549,400,4,2022-03-10,2022-03-12,2022-03-25,Website,Rent,New,Plot,Mumbai,4047713,16829146,No,No,
2550,82,20,2023-11-15,2023-11-17,2023-11-30,Referral,Rent,Closed,Villa,Pune,3659243,11730903,No,No,
2551,155,52,2023-04-12,2023-04-14,2023-04-27,Ads,Rent,In Progress,Villa,Delhi,2414110,15632086,Yes,Yes,2023-05-12
2552,523,77,2024-02-19,2024-02-21,2024-03-05,Website,Buy,New,Apartment,Bangalore,2911862,9139194,Yes,Yes,2024-03-20
2553,445,48,2024-05-12,2024-05-14,2024-05-27,Website,Buy,New,Villa,Mumbai,4469400,8675011,No,No,
2554,15,27,2025-08-04,2025-08-06,2025-08-19,Website,Rent,In Progress,Plot,Bangalore,3836943,15878360,Yes,Yes,2025-09-03
2555,916,79,2022-09-13,2022-09-15,2022-09-28,Walk-in,Buy,In Progress,Apartment,Hyderabad,3336743,19418693,Yes,No,2022-10-13
2556,175,92,2021-08-03,2021-08-05,2021-08-18,Referral,Buy,Closed,Villa,Mumbai,4632044,10384161,No,No,
2557,985,98,2025-06-03,2025-06-05,2025-06-18,Walk-in,Buy,Lost,Villa,Hyderabad,2539127,17306305,No,No,
2558,835,17,2025-03-09,2025-03-11,2025-03-24,Referral,Rent,New,Apartment,Mumbai,3714287,9058125,Yes,Yes,2025-04-08
2559,31,82,2024-09-13,2024-09-15,2024-09-28,Ads,Rent,In Progress,Plot,Pune,2704127,11805703,No,No,
2560,247,32,2024-05-05,2024-05-07,2024-05-20,Walk-in,Rent,Closed,Apartment,Mumbai,4772298,8853341,Yes,No,2024-06-04
2561,597,20,2022-02-02,2022-02-04,2022-02-17,Walk-in,Rent,In Progress,Apartment,Chennai,4841240,7994725,Yes,No,2022-03-04
2562,897,50,2021-05-20,2021-05-22,2021-06-04,Walk-in,Rent,Lost,Villa,Pune,2495807,11556986,Yes,Yes,2021-06-19
2563,935,63,2021-04-29,2021-05-01,2021-05-14,Website,Buy,New,Apartment,Delhi,3771927,16346687,No,No,
