ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
2552,680,1595,2024-03-31,2024,3,Brokerage,Variable,Operational Expense,19231,3461,22692,Company,Sale,Cheque,Pending
2553,3407,487,2025-07-25,2025,7,Maintenance,Fixed,Operational Expense,187329,33719,221048,Agent,Property,Online,Pending
2554,3190,584,2021-12-26,2021,12,Admin,Variable,Operational Expense,186880,33638,220518,Agent,Sale,Cash,Approved
2555,542,1772,2023-10-26,2023,10,Brokerage,Fixed,Operational Expense,136333,24539,160872,Company,Property,Cheque,Pending
2556,1236,663,2021-12-15,2021,12,Maintenance,Variable,Operational Expense,18632,3353,21985,Owner,Property,Cash,Pending
2557,2943,800,2021-10-08,2021,10,Maintenance,Fixed,Operational Expense,70957,12772,83729,Agent,Property,Online,Pending
2558,4307,151,2023-05-29,2023,5,Brokerage,Variable,Operational Expense,48124,8662,56786,Agent,Sale,Cash,Approved
2559,2380,1831,2025-02-23,2025,2,Marketing,Fixed,Operational Expense,167425,30136,197561,Company,Sale,Online,Pending
2560,2771,1480,2022-11-04,2022,11,Admin,Fixed,Operational Expense,86992,15658,102650,Agent,Sale,Online,Approved
2561,2250,2404,2025-08-03,2025,8,Maintenance,Variable,Operational Expense,123427,22216,145643,Company,Sale,Cheque,Approved
2562,2246,2208,2024-09-11,2024,9,Maintenance,Variable,Operational Expense,71875,12937,84812,Agent,Property,Online,Pending
2563,1604,1516,2024-09-07,2024,9,Legal,Variable,Operational Expense,92375,16627,109002,Company,Property,Online,Pending
2564,2589,1478,2025-08-06,2025,8,Maintenance,Variable,Operational Expense,75586,13605,89191,Agent,Property,Cash,Pending
2565,3340,636,2024-02-23,2024,2,Brokerage,Variable,Operational Expense,61642,11095,72737,Company,Property,Cheque,Approved
2566,1902,941,2023-03-07,2023,3,Marketing,Variable,Operational Expense,127457,22942,150399,Agent,Property,Online,Approved
2567,2061,958,2022-05-20,2022,5,Maintenance,Fixed,Operational Expense,57242,10303,67545,Agent,Property,Cheque,Pending
2568,4959,1293,2025-04-22,2025,4,Maintenance,Variable,Operational Expense,34063,6131,40194,Agent,Sale,Cash,Approved
2569,195,2096,2024-06-10,2024,6,Brokerage,Variable,Operational Expense,135106,24319,159425,Agent,Sale,Online,Pending
2570,3883,1829,2024-12-23,2024,12,Maintenance,Fixed,Operational Expense,10664,1919,12583,Agent,Property,Online,Approved
2571,4585,938,2023-02-10,2023,2,Brokerage,Variable,Operational Expense,99459,17902,117361,Owner,Property,Online,Approved
2572,3261,452,2025-11-21,2025,11,Legal,Fixed,Operational Expense,165048,29708,194756,Company,Property,Cash,Pending
2573,1235,2419,2022-09-13,2022,9,Admin,Fixed,Operational Expense,100495,18089,118584,Company,Property,Online,Approved
2574,1318,1029,2022-06-10,2022,6,Admin,Variable,Operational Expense,142001,25560,167561,Agent,Sale,Online,Approved
2575,1908,734,2024-07-19,2024,7,Admin,Fixed,Operational Expense,18488,3327,21815,Company,Sale,Cheque,Pending
2576,3267,2421,2025-01-14,2025,1,Brokerage,Fixed,Operational Expense,150552,27099,177651,Agent,Sale,Online,Pending
2577,891,25,2021-08-12,2021,8,Marketing,Fixed,Operational Expense,159276,28669,187945,Company,Sale,Cash,Pending
2578,2245,287,2022-08-22,2022,8,Marketing,Fixed,Operational Expense,13606,2449,16055,Agent,Property,Cash,Approved
2579,4352,977,2023-07-17,2023,7,Admin,Variable,Operational Expense,131687,23703,155390,Company,Sale,Online,Pending
2580,3989,1455,2022-02-10,2022,2,Brokerage,Fixed,Operational Expense,67842,12211,80053,Company,Sale,Cheque,Approved
2581,3336,2296,2022-08-12,2022,8,Marketing,Fixed,Operational Expense,12912,2324,15236,Company,Property,Cheque,Pending
2582,621,568,2025-12-27,2025,12,Brokerage,Variable,Operational Expense,162384,29229,191613,Company,Sale,Cash,Approved
2583,320,1987,2022-03-18,2022,3,Maintenance,Variable,Operational Expense,122014,21962,143976,Owner,Property,Cheque,Pending
2584,4004,719,2025-12-14,2025,12,Legal,Variable,Operational Expense,118170,21270,139440,Agent,Sale,Cash,Approved
2585,1979,2168,2024-11-03,2024,11,Brokerage,Fixed,Operational Expense,199829,35969,235798,Agent,Property,Cash,Approved
2586,1265,2153,2021-01-06,2021,1,Marketing,Variable,Operational Expense,47407,8533,55940,Owner,Property,Cash,Approved
2587,724,192,2022-08-07,2022,8,Brokerage,Fixed,Operational Expense,62754,11295,74049,Owner,Sale,Cash,Pending
2588,59,50,2021-12-08,2021,12,Admin,Variable,Operational Expense,147453,26541,173994,Agent,Property,Cheque,Pending
2589,440,30,2021-05-11,2021,5,Marketing,Fixed,Operational Expense,84693,15244,99937,Company,Sale,Online,Approved
2590,103,1598,2024-07-03,2024,7,Marketing,Fixed,Operational Expense,160316,28856,189172,Owner,Property,Online,Approved
2591,2620,2325,2023-07-02,2023,7,Maintenance,Fixed,Operational Expense,50866,9155,60021,Owner,Property,Cash,Approved
2592,3883,972,2022-12-25,2022,12,Maintenance,Variable,Operational Expense,64204,11556,75760,Agent,Property,Cash,Approved
2593,1602,952,2025-09-18,2025,9,Maintenance,Fixed,Operational Expense,42363,7625,49988,Agent,Property,Cash,Pending
2594,2329,1169,2023-08-01,2023,8,Legal,Variable,Operational Expense,49521,8913,58434,Company,Property,Cheque,Pending
2595,3587,948,2022-05-10,2022,5,Marketing,Variable,Operational Expense,163352,29403,192755,Company,Property,Online,Pending
2596,8,932,2024-01-15,2024,1,Admin,Variable,Operational Expense,184055,33129,217184,Company,Sale,Cash,Approved
2597,3963,1389,2025-04-29,2025,4,Legal,Fixed,Operational Expense,98921,17805,116726,Owner,Property,Cash,Pending
2598,513,1692,2025-05-19,2025,5,Brokerage,Fixed,Operational Expense,22857,4114,26971,Owner,Sale,Cheque,Approved
2599,2563,1645,2023-02-06,2023,2,Marketing,Variable,Operational Expense,90336,16260,106596,Owner,Sale,Online,Approved
2600,3154,1397,2025-05-25,2025,5,Admin,Fixed,Operational Expense,88633,15953,104586,Agent,Sale,Cheque,Approved
2601,1347,2461,2021-10-25,2021,10,Marketing,Variable,Operational Expense,58403,10512,68915,Agent,Sale,Cheque,Approved
2602,263,1374,2025-10-13,2025,10,Admin,Fixed,Operational Expense,94158,16948,111106,Agent,Sale,Cheque,Pending
2603,3888,1218,2023-09-05,2023,9,Admin,Variable,Operational Expense,163672,29460,193132,Company,Property,Online,Pending
2604,2963,1473,2024-09-28,2024,9,Admin,Fixed,Operational Expense,135696,24425,160121,Company,Sale,Cheque,Approved
2605,603,181,2021-05-16,2021,5,Maintenance,Fixed,Operational Expense,117064,21071,138135,Owner,Sale,Cheque,Pending
2606,3419,490,2023-09-30,2023,9,Brokerage,Variable,Operational Expense,129802,23364,153166,Owner,Property,Cheque,Pending
2607,2273,485,2021-03-15,2021,3,Admin,Variable,Operational Expense,179989,32398,212387,Agent,Sale,Cash,Approved
2608,567,1393,2021-01-06,2021,1,Maintenance,Fixed,Operational Expense,139871,25176,165047,Company,Sale,Cheque,Approved
2609,3118,2181,2021-10-05,2021,10,Admin,Fixed,Operational Expense,140685,25323,166008,Agent,Property,Online,Pending
2610,2222,1096,2025-10-17,2025,10,Marketing,Fixed,Operational Expense,144466,26003,170469,Agent,Property,Online,Pending
2611,1089,973,2024-08-04,2024,8,Brokerage,Fixed,Operational Expense,109077,19633,128710,Company,Sale,Cash,Approved
2612,4894,770,2022-08-03,2022,8,Brokerage,Fixed,Operational Expense,174367,31386,205753,Company,Sale,Online,Approved
2613,1955,1145,2021-11-25,2021,11,Legal,Fixed,Operational Expense,47576,8563,56139,Company,Property,Cheque,Approved
2614,1586,2055,2021-06-01,2021,6,Admin,Variable,Operational Expense,10182,1832,12014,Agent,Property,Online,Approved
2615,1655,1886,2021-03-16,2021,3,Legal,Variable,Operational Expense,88816,15986,104802,Agent,Property,Cheque,Approved
2616,4789,2323,2022-11-10,2022,11,Legal,Fixed,Operational Expense,149261,26866,176127,Owner,Sale,Online,Approved
2617,2967,512,2024-08-13,2024,8,Marketing,Fixed,Operational Expense,21398,3851,25249,Company,Property,Cheque,Approved
2618,1773,1603,2021-09-26,2021,9,Admin,Fixed,Operational Expense,166303,29934,196237,Company,Property,Cheque,Approved
2619,4210,2027,2023-07-10,2023,7,Marketing,Fixed,Operational Expense,125471,22584,148055,Owner,Property,Online,Pending
2620,4377,860,2023-10-27,2023,10,Marketing,Variable,Operational Expense,16470,2964,19434,Owner,Sale,Online,Pending
2621,353,2038,2025-01-29,2025,1,Admin,Fixed,Operational Expense,24878,4478,29356,Owner,Sale,Online,Pending
2622,3077,2104,2023-02-13,2023,2,Legal,Fixed,Operational Expense,128672,23160,151832,Agent,Property,Cheque,Approved
2623,464,218,2021-09-03,2021,9,Marketing,Variable,Operational Expense,127834,23010,150844,Owner,Sale,Cash,Approved
2624,2868,1877,2022-12-03,2022,12,Legal,Variable,Operational Expense,14624,2632,17256,Agent,Sale,Cash,Pending
2625,1476,234,2025-02-24,2025,2,Legal,Variable,Operational Expense,115610,20809,136419,Owner,Property,Cash,Pending
2626,1495,1564,2021-07-30,2021,7,Brokerage,Fixed,Operational Expense,44252,7965,52217,Company,Property,Cash,Approved
2627,3538,559,2023-02-01,2023,2,Marketing,Fixed,Operational Expense,44778,8060,52838,Agent,Sale,Cash,Pending
2628,4471,1379,2023-09-24,2023,9,Legal,Variable,Operational Expense,165532,29795,195327,Agent,Property,Cash,Pending
2629,2759,2355,2021-10-20,2021,10,Marketing,Variable,Operational Expense,110262,19847,130109,Company,Property,Cheque,Pending
2630,136,69,2025-12-10,2025,12,Brokerage,Variable,Operational Expense,123399,22211,145610,Agent,Property,Cash,Pending
2631,1178,1111,2022-09-07,2022,9,Admin,Variable,Operational Expense,117880,21218,139098,Owner,Sale,Online,Approved
2632,3609,354,2024-08-31,2024,8,Admin,Variable,Operational Expense,6833,1229,8062,Company,Sale,Cash,Pending
2633,2866,1740,2023-08-06,2023,8,Legal,Variable,Operational Expense,194217,34959,229176,Company,Property,Cheque,Pending
2634,3623,1496,2023-10-17,2023,10,Admin,Variable,Operational Expense,18158,3268,21426,Company,Sale,Online,Pending
2635,3685,1767,2022-03-03,2022,3,Legal,Fixed,Operational Expense,120740,21733,142473,Owner,Sale,Cheque,Pending
2636,4866,520,2021-04-21,2021,4,Marketing,Variable,Operational Expense,44183,7952,52135,Company,Property,Cash,Approved
2637,3964,1584,2024-12-27,2024,12,Brokerage,Fixed,Operational Expense,117566,21161,138727,Agent,Property,Online,Pending
2638,1355,831,2025-11-11,2025,11,Maintenance,Fixed,Operational Expense,49393,8890,58283,Agent,Property,Cheque,Approved
2639,4874,137,2025-12-24,2025,12,Maintenance,Variable,Operational Expense,61348,11042,72390,Agent,Property,Cash,Approved
2640,2783,474,2021-09-24,2021,9,Marketing,Fixed,Operational Expense,25817,4647,30464,Company,Property,Cheque,Approved
2641,1634,139,2021-09-23,2021,9,Brokerage,Fixed,Operational Expense,70369,12666,83035,Agent,Property,Cheque,Pending
2642,1739,1142,2023-06-28,2023,6,Maintenance,Variable,Operational Expense,179596,32327,211923,Agent,Sale,Cheque,Approved
2643,2838,943,2025-10-29,2025,10,Marketing,Fixed,Operational Expense,128503,23130,151633,Agent,Property,Online,Pending
2644,1781,758,2023-08-21,2023,8,Maintenance,Variable,Operational Expense,67188,12093,79281,Company,Sale,Cheque,Pending
2645,1685,1917,2023-03-04,2023,3,Admin,Variable,Operational Expense,31602,5688,37290,Agent,Property,Cheque,Pending
2646,2353,1534,2023-01-26,2023,1,Brokerage,Fixed,Operational Expense,121935,21948,143883,Agent,Sale,Cash,Approved
2647,3611,2152,2024-05-07,2024,5,Marketing,Variable,Operational Expense,175874,31657,207531,Owner,Property,Online,Approved
2648,4574,2366,2022-05-10,2022,5,Admin,Fixed,Operational Expense,150073,27013,177086,Agent,Sale,Cash,Pending
2649,2005,801,2021-05-02,2021,5,Maintenance,Fixed,Operational Expense,77873,14017,91890,Owner,Sale,Cheque,Approved
2650,1340,1679,2022-06-20,2022,6,Legal,Variable,Operational Expense,163512,29432,192944,Company,Property,Cheque,Approved
2651,4615,1227,2023-01-04,2023,1,Maintenance,Variable,Operational Expense,198344,35701,234045,Company,Property,Online,Pending
2652,241,607,2022-07-06,2022,7,Brokerage,Fixed,Operational Expense,184335,33180,217515,Company,Sale,Cash,Approved
2653,4771,498,2024-12-21,2024,12,Legal,Fixed,Operational Expense,176927,31846,208773,Owner,Property,Cheque,Pending
2654,1896,1503,2022-08-30,2022,8,Admin,Fixed,Operational Expense,117261,21106,138367,Agent,Sale,Online,Approved
2655,2123,2347,2021-10-19,2021,10,Marketing,Fixed,Operational Expense,45142,8125,53267,Company,Sale,Cash,Approved
2656,4107,2050,2023-01-21,2023,1,Brokerage,Fixed,Operational Expense,170106,30619,200725,Agent,Sale,Online,Approved
2657,3384,2284,2024-03-03,2024,3,Legal,Variable,Operational Expense,196149,35306,231455,Owner,Sale,Cash,Pending
2658,3994,2469,2023-05-17,2023,5,Admin,Variable,Operational Expense,199229,35861,235090,Agent,Sale,Cash,Pending
2659,4472,392,2021-04-14,2021,4,Admin,Fixed,Operational Expense,12785,2301,15086,Company,Property,Online,Approved
2660,579,1414,2024-09-03,2024,9,Legal,Variable,Operational Expense,35096,6317,41413,Agent,Property,Online,Approved
2661,1644,1396,2022-10-19,2022,10,Brokerage,Variable,Operational Expense,61798,11123,72921,Owner,Sale,Online,Pending
2662,4285,169,2025-07-02,2025,7,Admin,Fixed,Operational Expense,82767,14898,97665,Company,Property,Cash,Pending
2663,2235,2153,2024-09-13,2024,9,Admin,Variable,Operational Expense,79469,14304,93773,Company,Sale,Online,Pending
2664,881,2365,2024-10-24,2024,10,Admin,Fixed,Operational Expense,36189,6514,42703,Agent,Sale,Cheque,Approved
2665,896,834,2024-08-07,2024,8,Marketing,Fixed,Operational Expense,93135,16764,109899,Agent,Property,Cash,Approved
2666,4417,1680,2025-01-01,2025,1,Brokerage,Variable,Operational Expense,8491,1528,10019,Agent,Sale,Online,Approved
2667,1886,849,2023-05-06,2023,5,Maintenance,Variable,Operational Expense,149741,26953,176694,Owner,Property,Online,Approved
2668,3189,1922,2022-06-14,2022,6,Marketing,Fixed,Operational Expense,153771,27678,181449,Company,Property,Cash,Pending
2669,4925,959,2022-12-23,2022,12,Maintenance,Variable,Operational Expense,37548,6758,44306,Company,Property,Cheque,Approved
2670,2246,660,2024-06-11,2024,6,Maintenance,Fixed,Operational Expense,83164,14969,98133,Company,Sale,Cheque,Approved
2671,2490,2007,2022-08-25,2022,8,Admin,Fixed,Operational Expense,173966,31313,205279,Company,Property,Online,Approved
2672,2616,728,2025-09-06,2025,9,Legal,Variable,Operational Expense,171931,30947,202878,Company,Sale,Online,Approved
2673,4367,457,2023-11-04,2023,11,Legal,Variable,Operational Expense,188054,33849,221903,Company,Sale,Cash,Pending
2674,3505,1605,2025-01-14,2025,1,Brokerage,Variable,Operational Expense,47457,8542,55999,Owner,Property,Cheque,Pending
2675,4809,2483,2024-07-06,2024,7,Maintenance,Variable,Operational Expense,197281,35510,232791,Owner,Sale,Cash,Approved
2676,4068,1096,2023-02-25,2023,2,Brokerage,Fixed,Operational Expense,188461,33922,222383,Company,Property,Online,Pending
2677,2384,1344,2024-05-25,2024,5,Brokerage,Variable,Operational Expense,81778,14720,96498,Owner,Property,Cheque,Pending
2678,4832,1516,2021-12-11,2021,12,Legal,Variable,Operational Expense,160337,28860,189197,Owner,Sale,Cash,Pending
2679,1831,1342,2024-02-03,2024,2,Brokerage,Variable,Operational Expense,18698,3365,22063,Agent,Sale,Cheque,Pending
2680,4122,1134,2025-12-06,2025,12,Legal,Fixed,Operational Expense,53236,9582,62818,Owner,Property,Cheque,Pending
2681,3904,1145,2021-04-27,2021,4,Brokerage,Fixed,Operational Expense,65802,11844,77646,Agent,Property,Cheque,Approved
2682,2797,1161,2022-09-04,2022,9,Legal,Variable,Operational Expense,24163,4349,28512,Owner,Property,Online,Approved
2683,2328,2080,2021-11-26,2021,11,Admin,Fixed,Operational Expense,81720,14709,96429,Company,Sale,Cheque,Approved
2684,3591,779,2024-02-08,2024,2,Brokerage,Fixed,Operational Expense,115476,20785,136261,Agent,Property,Cash,Pending
2685,2952,855,2021-05-16,2021,5,Legal,Fixed,Operational Expense,127816,23006,150822,Owner,Sale,Cash,Approved
2686,4090,1851,2025-01-13,2025,1,Brokerage,Fixed,Operational Expense,153390,27610,181000,Owner,Sale,Cash,Pending
2687,346,1511,2025-02-15,2025,2,Admin,Fixed,Operational Expense,176757,31816,208573,Agent,Property,Cash,Approved
2688,3491,1574,2022-11-25,2022,11,Marketing,Variable,Operational Expense,43830,7889,51719,Agent,Sale,Online,Approved
2689,1565,253,2023-01-12,2023,1,Admin,Variable,Operational Expense,179291,32272,211563,Owner,Property,Online,Approved
2690,1464,1441,2023-05-18,2023,5,Marketing,Variable,Operational Expense,172440,31039,203479,Agent,Sale,Cash,Pending
2691,1975,2486,2021-09-05,2021,9,Maintenance,Fixed,Operational Expense,169393,30490,199883,Agent,Property,Online,Pending
2692,4365,1330,2021-02-08,2021,2,Admin,Fixed,Operational Expense,141067,25392,166459,Agent,Sale,Online,Pending
2693,3719,873,2024-08-13,2024,8,Legal,Variable,Operational Expense,29518,5313,34831,Owner,Sale,Online,Pending
2694,2649,2151,2023-08-13,2023,8,Brokerage,Variable,Operational Expense,35067,6312,41379,Owner,Sale,Cash,Pending
2695,2921,1210,2022-08-29,2022,8,Brokerage,Variable,Operational Expense,101284,18231,119515,Owner,Property,Cash,Approved
2696,4420,489,2025-04-27,2025,4,Brokerage,Fixed,Operational Expense,174149,31346,205495,Company,Property,Cash,Approved
2697,4407,2102,2024-07-28,2024,7,Maintenance,Fixed,Operational Expense,169851,30573,200424,Owner,Sale,Online,Approved
2698,1068,678,2021-06-09,2021,6,Marketing,Variable,Operational Expense,167695,30185,197880,Company,Sale,Cheque,Approved
2699,3617,796,2025-07-26,2025,7,Maintenance,Variable,Operational Expense,139472,25104,164576,Owner,Property,Cheque,Pending
2700,2629,69,2025-07-27,2025,7,Admin,Fixed,Operational Expense,143472,25824,169296,Company,Sale,Cash,Approved
2701,435,2457,2025-09-02,2025,9,Legal,Fixed,Operational Expense,101537,18276,119813,Owner,Sale,Cash,Approved
2702,2159,563,2022-04-13,2022,4,Brokerage,Fixed,Operational Expense,59408,10693,70101,Owner,Sale,Cheque,Approved
2703,3544,1069,2022-02-07,2022,2,Admin,Fixed,Operational Expense,99584,17925,117509,Company,Sale,Cheque,Pending
2704,3635,31,2022-02-25,2022,2,Admin,Fixed,Operational Expense,142045,25568,167613,Company,Sale,Online,Approved
2705,4396,2399,2025-03-24,2025,3,Maintenance,Variable,Operational Expense,26309,4735,31044,Company,Sale,Cash,Pending
2706,1074,112,2023-02-19,2023,2,Maintenance,Fixed,Operational Expense,127235,22902,150137,Owner,Sale,Cheque,Approved
2707,4955,491,2025-02-27,2025,2,Brokerage,Variable,Operational Expense,41393,7450,48843,Company,Sale,Cheque,Approved
2708,3076,1950,2023-12-10,2023,12,Marketing,Variable,Operational Expense,33383,6008,39391,Company,Sale,Cheque,Approved
2709,2041,1536,2021-06-07,2021,6,Maintenance,Variable,Operational Expense,55788,10041,65829,Owner,Sale,Cash,Pending
2710,2603,2483,2023-10-21,2023,10,Brokerage,Variable,Operational Expense,72235,13002,85237,Company,Sale,Cheque,Pending
2711,2820,1172,2022-09-12,2022,9,Brokerage,Fixed,Operational Expense,197027,35464,232491,Owner,Sale,Cash,Pending
2712,1646,335,2022-01-11,2022,1,Admin,Variable,Operational Expense,37529,6755,44284,Company,Sale,Cash,Pending
2713,1665,2076,2023-12-11,2023,12,Admin,Variable,Operational Expense,16749,3014,19763,Company,Sale,Cheque,Pending
2714,4016,1760,2022-01-01,2022,1,Legal,Variable,Operational Expense,71189,12814,84003,Owner,Property,Cash,Pending
2715,4154,2335,2024-06-18,2024,6,Admin,Variable,Operational Expense,94136,16944,111080,Company,Sale,Cash,Approved
2716,1480,243,2023-12-11,2023,12,Maintenance,Fixed,Operational Expense,132004,23760,155764,Agent,Property,Cash,Approved
2717,830,1328,2024-03-28,2024,3,Maintenance,Variable,Operational Expense,32116,5780,37896,Owner,Sale,Cash,Approved
2718,299,1351,2025-04-03,2025,4,Brokerage,Fixed,Operational Expense,87166,15689,102855,Company,Sale,Cheque,Pending
2719,2171,1415,2022-03-08,2022,3,Brokerage,Fixed,Operational Expense,168652,30357,199009,Owner,Sale,Cheque,Approved
2720,1784,109,2022-11-22,2022,11,Marketing,Variable,Operational Expense,86558,15580,102138,Company,Property,Cash,Pending
2721,4488,1092,2022-06-21,2022,6,Brokerage,Variable,Operational Expense,62850,11313,74163,Agent,Sale,Cash,Approved
2722,2235,2279,2022-01-19,2022,1,Admin,Fixed,Operational Expense,24915,4484,29399,Owner,Sale,Online,Approved
2723,4413,1451,2025-11-03,2025,11,Legal,Variable,Operational Expense,59744,10753,70497,Agent,Sale,Cash,Pending
2724,1105,1438,2023-08-30,2023,8,Maintenance,Fixed,Operational Expense,94087,16935,111022,Owner,Property,Cheque,Approved
2725,3823,1651,2023-02-18,2023,2,Brokerage,Variable,Operational Expense,135958,24472,160430,Agent,Sale,Cash,Approved
2726,1491,314,2025-08-14,2025,8,Legal,Variable,Operational Expense,82460,14842,97302,Owner,Sale,Cash,Approved
2727,1143,1870,2025-03-26,2025,3,Maintenance,Variable,Operational Expense,162234,29202,191436,Agent,Property,Cheque,Pending
2728,3285,2446,2022-01-27,2022,1,Brokerage,Fixed,Operational Expense,74159,13348,87507,Owner,Sale,Online,Approved
2729,3634,65,2024-07-23,2024,7,Legal,Variable,Operational Expense,144226,25960,170186,Owner,Property,Cheque,Pending
2730,1999,1794,2023-12-02,2023,12,Marketing,Fixed,Operational Expense,81910,14743,96653,Company,Property,Cheque,Approved
2731,1563,17,2021-09-30,2021,9,Admin,Fixed,Operational Expense,155107,27919,183026,Company,Property,Online,Pending
2732,2213,1859,2022-07-15,2022,7,Maintenance,Fixed,Operational Expense,181976,32755,214731,Agent,Property,Online,Pending
2733,2600,1461,2022-02-02,2022,2,Admin,Fixed,Operational Expense,116543,20977,137520,Company,Property,Cash,Approved
2734,3592,135,2025-04-19,2025,4,Marketing,Fixed,Operational Expense,81524,14674,96198,Owner,Sale,Cash,Approved
2735,2666,421,2023-02-10,2023,2,Brokerage,Fixed,Operational Expense,144777,26059,170836,Owner,Sale,Cheque,Approved
2736,4130,129,2025-08-28,2025,8,Admin,Variable,Operational Expense,37328,6719,44047,Agent,Sale,Cash,Pending
2737,1851,560,2022-08-05,2022,8,Marketing,Variable,Operational Expense,50234,9042,59276,Agent,Sale,Cash,Approved
2738,3988,1717,2021-06-13,2021,6,Legal,Fixed,Operational Expense,194923,35086,230009,Company,Sale,Cash,Approved
2739,3581,145,2021-06-02,2021,6,Marketing,Fixed,Operational Expense,24869,4476,29345,Company,Sale,Cash,Pending
2740,4774,506,2022-08-14,2022,8,Brokerage,Variable,Operational Expense,174236,31362,205598,Company,Property,Cash,Pending
2741,3041,472,2022-01-26,2022,1,Marketing,Variable,Operational Expense,69935,12588,82523,Company,Sale,Cash,Approved
2742,579,483,2023-06-29,2023,6,Marketing,Variable,Operational Expense,139346,25082,164428,Owner,Sale,Cash,Pending
2743,3504,2152,2024-08-01,2024,8,Admin,Fixed,Operational Expense,196703,35406,232109,Company,Sale,Cash,Approved
2744,2359,1401,2021-01-20,2021,1,Legal,Variable,Operational Expense,184366,33185,217551,Company,Property,Online,Pending
2745,1732,417,2021-02-02,2021,2,Brokerage,Fixed,Operational Expense,131020,23583,154603,Agent,Sale,Cheque,Pending
2746,803,1311,2023-10-02,2023,10,Admin,Fixed,Operational Expense,65024,11704,76728,Owner,Property,Online,Pending
2747,318,1006,2024-03-27,2024,3,Brokerage,Fixed,Operational Expense,10154,1827,11981,Company,Property,Cash,Pending
2748,213,2137,2024-02-24,2024,2,Maintenance,Variable,Operational Expense,103395,18611,122006,Company,Sale,Cheque,Approved
2749,2716,75,2021-11-28,2021,11,Marketing,Fixed,Operational Expense,84605,15228,99833,Owner,Sale,Online,Approved
2750,814,2427,2025-07-07,2025,7,Legal,Variable,Operational Expense,98759,17776,116535,Agent,Property,Online,Pending
2751,4058,834,2022-10-13,2022,10,Brokerage,Fixed,Operational Expense,42835,7710,50545,Owner,Property,Online,Pending
2752,2342,977,2024-06-20,2024,6,Maintenance,Variable,Operational Expense,83121,14961,98082,Agent,Property,Online,Pending
2753,3327,1736,2021-01-07,2021,1,Legal,Variable,Operational Expense,50922,9165,60087,Owner,Sale,Cheque,Pending
2754,674,2403,2024-10-09,2024,10,Legal,Variable,Operational Expense,175422,31575,206997,Agent,Sale,Online,Pending
2755,3952,1281,2021-05-24,2021,5,Legal,Variable,Operational Expense,73752,13275,87027,Company,Property,Online,Pending
2756,2939,321,2024-05-06,2024,5,Marketing,Fixed,Operational Expense,148011,26641,174652,Owner,Sale,Cheque,Approved
2757,3814,2154,2023-02-26,2023,2,Marketing,Variable,Operational Expense,48818,8787,57605,Company,Sale,Cash,Approved
2758,1754,530,2021-05-06,2021,5,Legal,Fixed,Operational Expense,91790,16522,108312,Agent,Property,Cheque,Pending
2759,2550,1984,2022-08-25,2022,8,Legal,Fixed,Operational Expense,74033,13325,87358,Company,Property,Cash,Approved
2760,4483,58,2025-10-16,2025,10,Legal,Fixed,Operational Expense,106958,19252,126210,Company,Sale,Online,Pending
2761,2053,2222,2022-06-02,2022,6,Legal,Variable,Operational Expense,46789,8422,55211,Owner,Property,Cash,Approved
2762,3941,2211,2024-11-02,2024,11,Maintenance,Variable,Operational Expense,12865,2315,15180,Owner,Property,Cash,Pending
2763,2211,1956,2021-05-19,2021,5,Admin,Fixed,Operational Expense,196895,35441,232336,Agent,Property,Cash,Approved
2764,4404,994,2021-08-31,2021,8,Maintenance,Fixed,Operational Expense,63375,11407,74782,Company,Property,Cash,Approved
2765,4192,1937,2024-05-31,2024,5,Legal,Fixed,Operational Expense,17819,3207,21026,Owner,Property,Online,Pending
2766,4888,2115,2024-08-25,2024,8,Admin,Fixed,Operational Expense,138931,25007,163938,Company,Property,Cheque,Pending
2767,4089,766,2023-03-08,2023,3,Legal,Variable,Operational Expense,157658,28378,186036,Agent,Sale,Online,Approved
2768,4576,921,2022-10-20,2022,10,Maintenance,Fixed,Operational Expense,198841,35791,234632,Owner,Property,Cash,Approved
2769,4225,2428,2024-07-23,2024,7,Admin,Fixed,Operational Expense,160491,28888,189379,Company,Property,Cheque,Pending
2770,3242,1036,2023-12-19,2023,12,Marketing,Variable,Operational Expense,9258,1666,10924,Owner,Property,Cheque,Approved
2771,4303,221,2024-07-02,2024,7,Brokerage,Fixed,Operational Expense,121435,21858,143293,Agent,Property,Online,Approved
2772,4234,1325,2022-07-01,2022,7,Legal,Variable,Operational Expense,32991,5938,38929,Owner,Sale,Cash,Approved
2773,2974,1718,2024-02-22,2024,2,Legal,Variable,Operational Expense,194771,35058,229829,Agent,Sale,Cash,Approved
2774,3025,374,2022-01-04,2022,1,Admin,Fixed,Operational Expense,76107,13699,89806,Agent,Property,Cheque,Pending
2775,1098,606,2023-02-04,2023,2,Legal,Fixed,Operational Expense,198214,35678,233892,Company,Sale,Cash,Pending
2776,3820,2474,2024-01-12,2024,1,Legal,Fixed,Operational Expense,65743,11833,77576,Agent,Sale,Online,Pending
2777,3929,1880,2025-09-12,2025,9,Marketing,Fixed,Operational Expense,27597,4967,32564,Company,Property,Online,Pending
2778,3066,108,2025-12-03,2025,12,Maintenance,Fixed,Operational Expense,129838,23370,153208,Agent,Sale,Online,Approved
