LeaseID,PropertyID,AgentID,CustomerID,LeaseStartDate,LeaseEndDate,AgreementDate,MonthlyRent,SecurityDeposit,MaintenanceCharge,BrokerageAmount,BrokeragePercent,LeaseTenureMonths,RentEscalationPercent,LockInPeriodMonths,NoticePeriodDays,LeaseType,LeaseStatus,PaymentFrequency
1346,3407,52,625,2024-12-15,2025-11-10,2024-12-05,50860,92668,3131,13858,1,11,10,6,30,Commercial,Active,Quarterly
1347,1074,15,513,2023-06-07,2025-05-27,2023-05-28,22762,144845,4612,27131,1,24,5,11,30,Residential,Active,Quarterly
1348,4109,52,57,2023-11-28,2024-10-23,2023-11-18,27344,174145,6420,36721,2,11,10,6,30,Residential,Expired,Quarterly
1349,3058,22,23,2024-06-07,2025-05-03,2024-05-28,45420,61133,4351,36822,1,11,5,11,60,Residential,Expired,Monthly
1350,3665,40,736,2023-01-14,2025-01-03,2023-01-04,66609,132834,3528,44421,2,24,10,11,30,Residential,Active,Monthly
1351,362,60,853,2023-10-19,2026-10-03,2023-10-09,20781,57361,7586,18652,2,36,5,11,30,Commercial,Active,Quarterly
1352,297,45,617,2023-09-13,2026-08-28,2023-09-03,42176,74712,3973,16696,1,36,5,11,30,Residential,Expired,Quarterly
1353,2811,90,356,2022-01-10,2024-12-25,2021-12-31,53320,82284,3788,23213,2,36,10,11,30,Residential,Expired,Monthly
1354,3831,92,584,2022-09-25,2025-09-09,2022-09-15,26052,46510,5994,21773,1,36,10,11,60,Residential,Active,Monthly
1355,1597,4,841,2023-08-07,2024-07-02,2023-07-28,15101,73576,2532,47860,1,11,10,11,30,Residential,Active,Monthly
1356,581,33,752,2022-04-05,2024-03-25,2022-03-26,60031,45647,3751,34579,2,24,5,11,60,Commercial,Expired,Monthly
1357,4416,48,737,2021-06-04,2024-05-19,2021-05-25,22316,153761,2756,27959,1,36,5,6,30,Commercial,Active,Monthly
1358,4977,6,962,2021-07-17,2024-07-01,2021-07-07,60784,55661,2516,30334,1,36,5,11,30,Residential,Expired,Quarterly
1359,2833,41,1,2021-08-21,2023-08-11,2021-08-11,35203,94338,5224,31403,1,24,10,11,60,Residential,Active,Monthly
1360,4417,25,261,2022-04-14,2024-04-03,2022-04-04,31080,179515,5341,31649,1,24,5,11,30,Residential,Expired,Monthly
1361,3224,56,595,2021-10-21,2024-10-05,2021-10-11,44508,193863,3916,37582,1,36,10,6,60,Residential,Expired,Quarterly
1362,1393,87,613,2021-03-15,2023-03-05,2021-03-05,18454,67266,5748,32746,1,24,5,11,60,Residential,Expired,Quarterly
1363,3932,21,692,2022-02-21,2024-02-11,2022-02-11,21864,135093,7196,26791,2,24,10,11,30,Residential,Expired,Monthly
1364,2240,88,595,2022-04-07,2025-03-22,2022-03-28,25682,192833,5598,25228,1,36,5,6,60,Commercial,Active,Monthly
1365,4312,15,662,2021-02-11,2022-01-07,2021-02-01,53770,112211,6533,37100,2,11,5,6,30,Commercial,Active,Quarterly
1366,1623,17,982,2024-08-08,2027-07-24,2024-07-29,19278,121520,4068,46035,2,36,5,6,60,Commercial,Active,Quarterly
1367,3193,73,644,2024-08-27,2025-07-23,2024-08-17,51006,52565,2571,21008,2,11,5,6,30,Commercial,Active,Monthly
1368,2510,94,218,2023-09-23,2024-08-18,2023-09-13,40889,58516,5081,26263,2,11,5,6,30,Commercial,Expired,Quarterly
1369,1943,70,69,2024-04-28,2026-04-18,2024-04-18,27583,47732,2206,34418,1,24,5,11,30,Residential,Expired,Monthly
1370,2822,50,539,2024-01-24,2027-01-08,2024-01-14,59465,170876,4529,44819,2,36,10,11,30,Residential,Active,Quarterly
1371,3408,94,265,2022-10-19,2025-10-03,2022-10-09,26573,184450,5260,35412,1,36,10,11,60,Commercial,Expired,Monthly
1372,4456,89,233,2022-10-31,2024-10-20,2022-10-21,40932,67254,6155,40404,2,24,5,11,30,Residential,Active,Quarterly
1373,694,10,617,2021-12-21,2022-11-16,2021-12-11,49987,140560,7061,38314,1,11,5,11,60,Residential,Active,Monthly
1374,2680,94,475,2022-07-08,2025-06-22,2022-06-28,49443,179638,7820,49550,2,36,5,6,30,Residential,Active,Quarterly
1375,707,5,935,2024-04-04,2026-03-25,2024-03-25,26976,75961,7819,42569,2,24,5,11,60,Commercial,Expired,Quarterly
1376,1896,16,231,2024-10-26,2026-10-16,2024-10-16,50931,102138,6483,41549,2,24,10,11,60,Commercial,Active,Monthly
1377,3497,76,196,2022-01-31,2022-12-27,2022-01-21,24860,87644,7133,30818,2,11,5,6,30,Commercial,Expired,Monthly
1378,793,24,991,2022-12-20,2023-11-15,2022-12-10,55835,185333,2935,14216,2,11,5,11,60,Residential,Expired,Quarterly
1379,1189,40,266,2023-10-28,2024-09-22,2023-10-18,43579,64219,7883,14429,2,11,5,6,60,Commercial,Expired,Monthly
1380,546,68,416,2023-05-21,2024-04-15,2023-05-11,61997,192153,5540,21775,1,11,5,6,30,Commercial,Active,Quarterly
1381,2154,6,271,2022-05-02,2025-04-16,2022-04-22,15053,67472,3836,14137,1,36,5,6,30,Commercial,Active,Quarterly
1382,531,68,676,2023-07-03,2024-05-28,2023-06-23,47931,70032,5145,29536,1,11,5,6,30,Commercial,Expired,Monthly
1383,2273,53,402,2022-10-26,2025-10-10,2022-10-16,61898,129381,2474,34446,1,36,10,6,60,Commercial,Expired,Monthly
1384,1685,75,412,2023-10-11,2025-09-30,2023-10-01,24310,111344,7506,12858,2,24,5,11,60,Residential,Active,Monthly
1385,4274,36,203,2024-01-28,2024-12-23,2024-01-18,41605,93349,2549,19008,2,11,5,6,30,Commercial,Expired,Monthly
1386,2501,22,125,2021-08-30,2024-08-14,2021-08-20,59055,93649,6712,26699,2,36,10,11,30,Residential,Active,Monthly
1387,2422,70,663,2022-03-17,2025-03-01,2022-03-07,23807,81013,5122,12791,2,36,10,6,60,Commercial,Active,Quarterly
1388,2216,38,38,2023-10-10,2026-09-24,2023-09-30,39455,176503,4742,10651,2,36,5,6,60,Commercial,Expired,Monthly
1389,2183,98,895,2021-04-23,2022-03-19,2021-04-13,22779,187925,4961,29941,2,11,5,6,30,Commercial,Expired,Quarterly
1390,4436,56,643,2022-07-29,2023-06-24,2022-07-19,22953,72502,7157,23743,1,11,10,11,60,Commercial,Expired,Quarterly
1391,2647,48,135,2021-08-06,2024-07-21,2021-07-27,55664,42650,3079,18832,1,36,10,6,60,Commercial,Active,Quarterly
1392,1127,20,963,2022-03-22,2024-03-11,2022-03-12,22674,134953,5969,26997,1,24,10,11,60,Commercial,Expired,Monthly
1393,4040,19,96,2022-12-12,2025-11-26,2022-12-02,58392,64900,6055,27062,1,36,10,11,30,Commercial,Expired,Quarterly
1394,3180,43,764,2024-06-20,2027-06-05,2024-06-10,49711,33231,2074,48718,2,36,10,11,30,Commercial,Active,Monthly
1395,1822,60,188,2022-07-31,2023-06-26,2022-07-21,32994,170868,4181,11241,2,11,5,6,30,Commercial,Expired,Monthly
1396,3255,20,115,2021-08-09,2022-07-05,2021-07-30,60924,180511,2859,34524,2,11,10,6,30,Residential,Active,Monthly
1397,350,12,952,2023-05-07,2025-04-26,2023-04-27,53158,177053,5110,15152,2,24,5,11,30,Commercial,Expired,Monthly
1398,2735,43,156,2023-02-09,2024-01-05,2023-01-30,29977,96842,4122,21956,2,11,5,11,60,Residential,Expired,Monthly
1399,4809,86,489,2023-08-08,2025-07-28,2023-07-29,22109,80856,3150,37739,2,24,5,11,30,Residential,Expired,Quarterly
1400,1765,23,638,2024-04-25,2025-03-21,2024-04-15,48305,30716,4934,13532,1,11,5,6,30,Commercial,Active,Monthly
1401,1327,83,337,2023-10-30,2026-10-14,2023-10-20,20949,191762,6464,48908,1,36,10,6,60,Residential,Active,Quarterly
1402,4847,78,903,2021-06-15,2023-06-05,2021-06-05,43438,77325,3652,47391,1,24,5,6,30,Residential,Expired,Quarterly
1403,1388,31,187,2024-10-24,2027-10-09,2024-10-14,41412,80029,7668,44057,2,36,5,11,60,Residential,Expired,Quarterly
1404,4380,12,412,2023-02-22,2025-02-11,2023-02-12,30016,179932,6700,37392,2,24,5,6,30,Residential,Expired,Quarterly
1405,4437,46,174,2022-12-18,2024-12-07,2022-12-08,46437,34580,6407,37071,2,24,5,11,30,Commercial,Active,Quarterly
1406,3941,81,18,2023-02-09,2025-01-29,2023-01-30,20976,138969,4921,32351,1,24,5,11,30,Commercial,Expired,Monthly
1407,50,50,451,2024-08-03,2025-06-29,2024-07-24,30811,37153,2808,11332,1,11,5,11,60,Commercial,Active,Quarterly
1408,4678,82,11,2021-06-24,2023-06-14,2021-06-14,52410,113605,5031,22732,1,24,5,6,60,Commercial,Active,Quarterly
1409,1857,59,824,2022-01-29,2024-01-19,2022-01-19,25023,144565,4603,43903,1,24,5,11,60,Residential,Expired,Quarterly
1410,1387,28,375,2023-03-15,2024-02-08,2023-03-05,67963,107174,2726,10865,1,11,10,11,30,Commercial,Active,Quarterly
1411,781,52,71,2023-11-27,2024-10-22,2023-11-17,15911,112577,2650,31082,2,11,5,6,30,Residential,Expired,Monthly
1412,1575,46,272,2022-07-19,2025-07-03,2022-07-09,69025,140423,7913,11383,2,36,10,6,60,Commercial,Active,Monthly
1413,3004,22,898,2023-06-08,2024-05-03,2023-05-29,44047,104553,7587,22167,2,11,10,6,30,Commercial,Active,Monthly
1414,4243,29,808,2022-06-02,2023-04-28,2022-05-23,33936,164375,5717,38765,2,11,10,11,30,Residential,Expired,Monthly
1415,3287,28,682,2021-03-06,2022-01-30,2021-02-24,43478,53882,5776,17040,2,11,10,6,60,Commercial,Active,Monthly
1416,3612,49,30,2024-07-18,2026-07-08,2024-07-08,57888,55619,3542,34769,1,24,5,11,30,Commercial,Active,Quarterly
1417,1649,43,507,2024-09-20,2025-08-16,2024-09-10,54414,71535,3871,16403,2,11,10,11,60,Commercial,Expired,Monthly
1418,4864,45,418,2022-06-10,2024-05-30,2022-05-31,44715,74949,6755,49754,1,24,10,11,60,Residential,Expired,Quarterly
1419,1848,93,262,2024-10-16,2025-09-11,2024-10-06,43833,91265,5432,28263,1,11,5,11,30,Commercial,Expired,Monthly
1420,1360,2,373,2021-12-30,2024-12-14,2021-12-20,26763,42873,6468,38410,2,36,10,11,30,Residential,Active,Quarterly
1421,1860,32,815,2023-11-09,2026-10-24,2023-10-30,43209,137516,7679,23686,1,36,5,6,30,Commercial,Active,Quarterly
1422,4392,96,772,2024-09-13,2025-08-09,2024-09-03,36266,194009,6583,45986,2,11,5,11,30,Residential,Expired,Monthly
1423,4620,29,693,2023-09-17,2025-09-06,2023-09-07,36786,80459,2924,41002,2,24,5,6,30,Commercial,Expired,Monthly
1424,4707,21,621,2024-06-19,2027-06-04,2024-06-09,50895,172894,5332,35682,2,36,5,11,30,Commercial,Active,Quarterly
1425,3222,70,150,2021-11-14,2023-11-04,2021-11-04,51886,183734,4385,42947,2,24,5,11,60,Commercial,Active,Quarterly
1426,179,14,830,2022-04-25,2024-04-14,2022-04-15,45439,37869,6376,35613,1,24,5,11,30,Residential,Expired,Quarterly
1427,4369,66,413,2024-01-07,2024-12-02,2023-12-28,68658,122692,5438,39277,1,11,10,11,30,Commercial,Active,Monthly
1428,1601,55,661,2022-11-13,2023-10-09,2022-11-03,43895,115306,7155,32201,2,11,5,11,60,Commercial,Expired,Monthly
1429,2643,54,130,2022-10-07,2025-09-21,2022-09-27,31256,56058,3610,10243,2,36,5,6,60,Commercial,Active,Monthly
1430,69,74,683,2023-02-12,2024-01-08,2023-02-02,43472,174489,6116,11861,1,11,10,11,30,Residential,Expired,Quarterly
1431,730,19,290,2024-12-08,2026-11-28,2024-11-28,65606,92797,4048,26236,1,24,5,11,60,Residential,Expired,Quarterly
1432,2346,35,506,2023-12-30,2025-12-19,2023-12-20,58058,80748,2027,33541,2,24,10,11,60,Residential,Active,Quarterly
1433,765,71,796,2022-01-09,2024-12-24,2021-12-30,37733,189508,2334,36492,1,36,10,6,30,Residential,Active,Quarterly
1434,3519,32,42,2022-05-01,2024-04-20,2022-04-21,51500,110827,5462,35570,2,24,10,6,30,Commercial,Active,Quarterly
1435,1398,13,225,2022-06-09,2025-05-24,2022-05-30,52304,35901,4472,31286,2,36,5,6,60,Commercial,Expired,Monthly
1436,846,3,161,2023-02-03,2026-01-18,2023-01-24,29843,129621,3720,37275,1,36,5,11,30,Residential,Active,Monthly
1437,2422,20,984,2024-04-02,2025-02-26,2024-03-23,64765,44083,3453,31860,1,11,10,6,30,Residential,Active,Monthly
1438,1961,24,831,2021-03-11,2024-02-24,2021-03-01,51672,186647,7517,35067,2,36,5,6,30,Residential,Active,Monthly
1439,4754,13,179,2022-08-14,2024-08-03,2022-08-04,60289,36702,7505,46760,2,24,5,11,60,Residential,Expired,Monthly
1440,2406,64,908,2022-05-12,2025-04-26,2022-05-02,48529,33366,6950,30209,2,36,10,11,60,Commercial,Active,Monthly
1441,3672,35,369,2021-03-04,2024-02-17,2021-02-22,32581,118352,7729,34724,2,36,10,11,60,Residential,Expired,Quarterly
1442,3799,94,561,2021-05-30,2024-05-14,2021-05-20,27087,49111,7122,44811,2,36,10,11,60,Residential,Active,Quarterly
1443,3972,89,431,2021-09-08,2023-08-29,2021-08-29,64221,191257,5497,20046,2,24,10,6,60,Residential,Active,Monthly
1444,3808,93,511,2024-02-15,2026-02-04,2024-02-05,41723,181961,6342,23443,1,24,10,11,60,Residential,Expired,Monthly
1445,4138,22,882,2021-07-09,2022-06-04,2021-06-29,17295,119130,6268,40407,2,11,5,11,30,Residential,Active,Monthly
1446,462,35,197,2023-10-09,2025-09-28,2023-09-29,54845,154455,4441,18518,2,24,5,6,60,Commercial,Expired,Monthly
1447,840,70,98,2023-04-01,2024-02-25,2023-03-22,50530,134568,5106,27261,2,11,10,11,60,Residential,Active,Monthly
1448,2453,32,633,2023-02-26,2025-02-15,2023-02-16,66871,117504,7936,28107,1,24,5,11,30,Commercial,Active,Monthly
1449,1848,13,365,2021-04-01,2024-03-16,2021-03-22,24773,169161,3834,47258,1,36,10,6,30,Commercial,Active,Quarterly
1450,3252,27,390,2023-04-09,2025-03-29,2023-03-30,44358,173243,6172,39345,1,24,10,6,30,Residential,Expired,Monthly
1451,1092,92,23,2022-05-01,2023-03-27,2022-04-21,20810,33138,5572,20276,1,11,10,11,30,Commercial,Expired,Monthly
1452,1744,83,342,2024-03-16,2026-03-06,2024-03-06,43427,74843,5599,19404,2,24,10,11,60,Residential,Expired,Quarterly
1453,3888,30,913,2023-07-29,2025-07-18,2023-07-19,45185,34043,3830,37248,2,24,10,6,30,Residential,Active,Monthly
1454,3712,80,698,2021-01-06,2023-12-22,2020-12-27,55023,185243,3203,40931,2,36,10,6,30,Commercial,Active,Monthly
1455,4879,58,124,2024-04-20,2026-04-10,2024-04-10,36074,78338,2552,24949,2,24,5,6,30,Commercial,Active,Quarterly
1456,3290,62,712,2023-09-17,2024-08-12,2023-09-07,37626,36085,5758,26249,2,11,5,6,60,Commercial,Active,Monthly
1457,253,6,83,2021-12-24,2024-12-08,2021-12-14,23564,130572,4042,48972,2,36,5,11,30,Commercial,Active,Monthly
1458,1369,69,604,2021-11-03,2024-10-18,2021-10-24,20463,195818,2440,25740,2,36,10,11,60,Commercial,Active,Monthly
1459,3042,11,507,2022-02-10,2025-01-25,2022-01-31,34253,72807,7536,43975,1,36,5,6,60,Residential,Active,Quarterly
1460,4645,87,83,2023-05-04,2024-03-29,2023-04-24,22158,64171,7174,44178,1,11,5,6,30,Residential,Expired,Quarterly
1461,3067,25,774,2022-10-02,2023-08-28,2022-09-22,22097,113952,7794,11194,1,11,10,6,60,Residential,Active,Monthly
1462,3097,76,788,2021-12-18,2022-11-13,2021-12-08,32585,127181,3900,35264,2,11,10,11,30,Commercial,Active,Quarterly
1463,798,38,396,2022-12-12,2023-11-07,2022-12-02,20076,162084,7951,36568,2,11,10,11,30,Residential,Active,Monthly
1464,4998,27,280,2021-09-06,2024-08-21,2021-08-27,64237,46326,2053,31483,1,36,5,6,60,Residential,Expired,Quarterly
1465,790,48,877,2021-03-16,2024-02-29,2021-03-06,16689,30720,3398,19453,2,36,5,11,30,Residential,Expired,Monthly
1466,236,41,452,2024-05-22,2027-05-07,2024-05-12,20927,55471,2914,41714,2,36,5,11,30,Commercial,Expired,Monthly
1467,2296,79,19,2024-09-18,2025-08-14,2024-09-08,35210,164189,3301,30399,1,11,5,11,30,Residential,Active,Monthly
1468,1211,86,444,2023-05-21,2026-05-05,2023-05-11,38545,76474,4035,30920,2,36,10,11,60,Residential,Expired,Monthly
1469,1803,23,379,2021-08-05,2023-07-26,2021-07-26,56788,194302,3077,43658,2,24,5,11,60,Residential,Expired,Quarterly
1470,4722,75,94,2022-04-03,2024-03-23,2022-03-24,45551,88799,5122,16695,1,24,5,11,30,Commercial,Expired,Quarterly
1471,3317,90,123,2024-12-19,2027-12-04,2024-12-09,16778,131036,3985,26765,2,36,10,6,60,Residential,Active,Monthly
1472,4843,80,405,2022-10-08,2025-09-22,2022-09-28,38853,65466,3812,23965,2,36,10,6,30,Commercial,Expired,Monthly
1473,1569,54,894,2021-08-10,2023-07-31,2021-07-31,55633,143983,4108,11997,2,24,5,6,60,Residential,Active,Monthly
1474,795,47,105,2021-10-03,2022-08-29,2021-09-23,38961,166230,7796,10271,2,11,10,6,30,Residential,Expired,Quarterly
1475,1151,62,326,2023-01-03,2025-12-18,2022-12-24,51947,187088,7093,34779,2,36,5,11,30,Residential,Expired,Quarterly
1476,2532,87,375,2021-06-05,2023-05-26,2021-05-26,15560,168377,3665,48448,1,24,10,11,30,Commercial,Expired,Monthly
1477,4427,90,537,2022-09-06,2023-08-02,2022-08-27,22398,38504,5854,39212,2,11,5,6,60,Commercial,Expired,Monthly
1478,3973,19,295,2024-06-15,2027-05-31,2024-06-05,22701,56488,2823,19164,2,36,5,11,60,Commercial,Expired,Quarterly
1479,4140,76,397,2023-07-11,2025-06-30,2023-07-01,43787,62599,5629,42476,2,24,10,6,30,Residential,Expired,Monthly
1480,655,52,705,2021-05-16,2022-04-11,2021-05-06,45228,93585,5796,39383,1,11,5,6,30,Residential,Expired,Quarterly
1481,1558,12,574,2021-09-18,2022-08-14,2021-09-08,52874,36559,5332,23491,2,11,5,11,60,Residential,Expired,Quarterly
1482,338,74,618,2021-06-18,2024-06-02,2021-06-08,65158,56563,3709,13847,2,36,5,6,60,Commercial,Expired,Quarterly
1483,3596,93,876,2023-07-17,2024-06-11,2023-07-07,21037,87863,7231,27222,2,11,5,11,60,Commercial,Active,Monthly
1484,2091,4,245,2023-03-09,2026-02-21,2023-02-27,19196,196696,5602,24738,1,36,5,11,60,Commercial,Expired,Monthly
1485,3023,94,189,2022-04-08,2024-03-28,2022-03-29,68401,183774,6787,11275,1,24,10,6,60,Commercial,Active,Quarterly
1486,2204,92,527,2022-08-24,2025-08-08,2022-08-14,56583,130186,7906,36375,1,36,5,11,30,Commercial,Expired,Monthly
1487,4774,55,196,2021-12-29,2023-12-19,2021-12-19,59887,35603,7819,13048,1,24,10,11,30,Commercial,Expired,Monthly
1488,3752,88,141,2024-10-08,2026-09-28,2024-09-28,37349,168810,3264,19942,1,24,10,11,60,Residential,Active,Quarterly
1489,2285,13,66,2024-12-02,2026-11-22,2024-11-22,54560,174708,4812,27202,1,24,10,6,60,Residential,Expired,Monthly
1490,2979,8,678,2022-03-16,2025-02-28,2022-03-06,45903,150919,3218,44501,1,36,10,11,60,Commercial,Expired,Monthly
1491,4598,23,361,2021-09-17,2023-09-07,2021-09-07,19348,50661,7194,16273,1,24,10,6,60,Residential,Expired,Quarterly
1492,4008,55,609,2023-02-22,2025-02-11,2023-02-12,24314,190835,3701,24349,2,24,5,6,30,Residential,Expired,Monthly
1493,4144,14,6,2022-10-22,2024-10-11,2022-10-12,18346,108520,2317,33560,1,24,5,11,60,Commercial,Active,Quarterly
1494,484,94,334,2024-02-25,2026-02-14,2024-02-15,29472,123049,7874,38010,1,24,10,11,30,Commercial,Active,Monthly
1495,2225,13,308,2022-06-27,2023-05-23,2022-06-17,24043,177650,4295,15235,2,11,5,11,30,Commercial,Active,Quarterly
1496,3994,97,542,2023-06-15,2025-06-04,2023-06-05,45915,102793,3226,36234,1,24,10,11,30,Residential,Expired,Quarterly
1497,1681,74,187,2022-01-22,2025-01-06,2022-01-12,69802,190110,6725,40444,2,36,5,11,60,Residential,Active,Monthly
1498,1312,19,897,2022-08-27,2024-08-16,2022-08-17,47895,187697,6977,38111,2,24,5,11,30,Residential,Active,Quarterly
1499,2060,78,593,2022-09-30,2024-09-19,2022-09-20,46664,88759,3359,24922,2,24,5,11,60,Commercial,Expired,Quarterly
1500,2231,7,952,2022-12-13,2024-12-02,2022-12-03,65961,47973,7138,12735,2,24,10,11,60,Residential,Active,Quarterly
1501,4252,22,126,2023-08-22,2025-08-11,2023-08-12,57501,106246,3160,10800,1,24,10,11,60,Residential,Active,Monthly
1502,4629,93,358,2022-02-05,2023-01-01,2022-01-26,46273,136218,5590,31777,2,11,5,11,60,Commercial,Expired,Quarterly
1503,632,55,690,2023-07-02,2026-06-16,2023-06-22,30959,69355,6475,17141,2,36,5,6,30,Commercial,Active,Quarterly
1504,3061,92,5,2023-10-26,2025-10-15,2023-10-16,40704,146367,7948,45765,2,24,10,11,30,Commercial,Active,Monthly
1505,4620,69,976,2023-08-23,2024-07-18,2023-08-13,63133,135473,7000,20231,1,11,10,6,60,Residential,Active,Quarterly
1506,2200,92,731,2024-08-15,2025-07-11,2024-08-05,32050,140176,2663,27253,2,11,5,11,30,Commercial,Expired,Quarterly
1507,3025,87,356,2021-03-31,2024-03-15,2021-03-21,45962,111842,3843,23924,1,36,5,11,30,Residential,Expired,Monthly
1508,1624,78,651,2021-04-13,2022-03-09,2021-04-03,17757,119140,4723,29965,2,11,5,6,60,Residential,Expired,Quarterly
1509,3682,57,678,2021-12-13,2022-11-08,2021-12-03,16061,74441,3117,27792,1,11,10,6,30,Commercial,Expired,Quarterly
1510,2502,52,189,2023-11-04,2024-09-29,2023-10-25,53047,60489,3045,14374,1,11,5,6,60,Residential,Expired,Quarterly
1511,1689,53,133,2022-12-29,2025-12-13,2022-12-19,23012,40762,3133,11828,2,36,5,11,60,Commercial,Expired,Quarterly
1512,3657,25,15,2021-07-08,2024-06-22,2021-06-28,56404,46817,2654,40443,1,36,10,11,30,Commercial,Active,Monthly
1513,2082,17,178,2022-11-10,2024-10-30,2022-10-31,55058,108289,3220,18634,1,24,5,11,60,Commercial,Active,Quarterly
1514,2568,97,793,2021-03-10,2022-02-03,2021-02-28,69365,157029,7956,33163,1,11,10,11,30,Residential,Active,Quarterly
1515,2931,9,381,2023-11-17,2024-10-12,2023-11-07,29940,178377,4398,11234,1,11,5,11,30,Commercial,Active,Quarterly
1516,2797,9,607,2024-06-25,2026-06-15,2024-06-15,25391,36392,5574,15707,2,24,5,6,30,Residential,Expired,Monthly
1517,15,54,656,2023-02-11,2026-01-26,2023-02-01,47980,139975,2676,22990,1,36,5,6,60,Commercial,Expired,Monthly
1518,2183,47,693,2023-02-02,2025-01-22,2023-01-23,53631,67820,4720,29945,2,24,5,11,30,Residential,Active,Monthly
1519,2701,57,254,2024-06-29,2027-06-14,2024-06-19,16125,57603,4194,46126,2,36,10,11,30,Commercial,Active,Quarterly
1520,1059,95,412,2024-06-06,2027-05-22,2024-05-27,63675,39647,3578,24589,1,36,5,11,60,Commercial,Active,Monthly
1521,2352,11,183,2022-09-06,2025-08-21,2022-08-27,51106,49993,2625,18212,2,36,5,11,60,Residential,Expired,Monthly
1522,4481,88,243,2022-02-18,2023-01-14,2022-02-08,42077,71844,7176,44955,1,11,5,11,30,Residential,Active,Monthly
1523,1189,68,282,2021-05-16,2023-05-06,2021-05-06,39916,193479,6197,45357,2,24,5,11,30,Commercial,Expired,Quarterly
1524,3522,19,782,2024-02-23,2026-02-12,2024-02-13,23545,48722,2032,22668,1,24,5,6,60,Commercial,Active,Quarterly
1525,3235,100,606,2022-05-19,2023-04-14,2022-05-09,28202,152808,5676,20365,1,11,5,11,60,Residential,Expired,Monthly
1526,3704,8,757,2022-09-04,2025-08-19,2022-08-25,30509,189185,7136,44027,2,36,5,6,30,Residential,Active,Quarterly
1527,3190,11,439,2021-12-15,2023-12-05,2021-12-05,69626,35031,3620,44335,1,24,10,6,60,Residential,Active,Quarterly
1528,4738,74,574,2021-12-31,2023-12-21,2021-12-21,20578,58011,6040,49891,2,24,10,6,60,Residential,Active,Quarterly
1529,3823,28,904,2024-06-02,2026-05-23,2024-05-23,27097,137952,3283,17558,1,24,5,6,60,Residential,Active,Monthly
1530,4300,18,118,2024-11-10,2026-10-31,2024-10-31,59305,75258,4484,27674,2,24,5,11,60,Residential,Active,Monthly
1531,4128,92,201,2022-08-06,2025-07-21,2022-07-27,65010,195161,7424,12281,2,36,10,6,30,Residential,Active,Quarterly
1532,628,72,596,2024-05-16,2025-04-11,2024-05-06,27818,117121,7868,10968,2,11,5,11,30,Residential,Expired,Quarterly
1533,4903,30,707,2024-11-18,2025-10-14,2024-11-08,31439,78379,7812,48876,2,11,10,11,30,Residential,Active,Monthly
1534,1481,1,710,2021-06-05,2022-05-01,2021-05-26,47673,82025,7121,46882,1,11,5,6,30,Residential,Expired,Quarterly
1535,3875,56,819,2023-11-24,2026-11-08,2023-11-14,66369,117283,7523,35975,1,36,10,6,30,Commercial,Active,Monthly
1536,408,54,757,2021-07-12,2023-07-02,2021-07-02,40865,157840,2762,41690,1,24,10,11,60,Residential,Expired,Monthly
1537,819,49,243,2024-01-27,2026-01-16,2024-01-17,62043,68596,5443,33445,1,24,10,11,30,Residential,Active,Quarterly
1538,498,40,664,2021-05-22,2022-04-17,2021-05-12,22377,186118,5880,10885,2,11,10,6,60,Residential,Expired,Monthly
1539,4875,13,828,2021-01-08,2022-12-29,2020-12-29,34800,116303,7732,31133,2,24,10,11,60,Residential,Expired,Quarterly
1540,2130,68,232,2024-08-16,2026-08-06,2024-08-06,18726,83751,3364,18046,1,24,5,6,30,Residential,Expired,Quarterly
1541,4436,26,983,2021-08-30,2024-08-14,2021-08-20,46807,49441,2147,31057,2,36,5,6,60,Commercial,Expired,Quarterly
1542,2462,35,442,2024-09-18,2027-09-03,2024-09-08,21480,137690,2946,42404,1,36,10,11,60,Commercial,Active,Monthly
1543,2397,47,886,2024-07-07,2025-06-02,2024-06-27,62578,105792,7418,16321,1,11,10,6,60,Residential,Expired,Monthly
1544,4638,79,698,2022-04-30,2024-04-19,2022-04-20,65860,104310,6796,20265,2,24,10,11,60,Commercial,Expired,Quarterly
1545,2449,80,286,2024-06-14,2025-05-10,2024-06-04,15933,116420,6355,32584,1,11,5,11,30,Commercial,Active,Quarterly
1546,4627,47,282,2022-03-20,2023-02-13,2022-03-10,26551,82097,6325,27296,2,11,5,6,60,Residential,Expired,Monthly
1547,1091,46,429,2023-05-05,2024-03-30,2023-04-25,41609,37225,5617,37447,2,11,5,11,30,Commercial,Active,Monthly
1548,2169,53,467,2021-09-05,2022-08-01,2021-08-26,58659,175299,5557,40304,2,11,10,6,60,Residential,Active,Quarterly
1549,401,6,67,2021-03-21,2022-02-14,2021-03-11,30737,41254,2347,17549,2,11,5,11,30,Residential,Active,Quarterly
1550,3052,43,373,2022-10-17,2023-09-12,2022-10-07,35269,130657,2057,43910,2,11,5,11,30,Commercial,Expired,Quarterly
1551,4435,67,451,2021-06-10,2024-05-25,2021-05-31,28063,34695,5202,15179,1,36,10,11,60,Residential,Active,Quarterly
1552,2072,33,941,2024-09-30,2025-08-26,2024-09-20,36695,67133,2335,14164,1,11,5,11,30,Residential,Expired,Monthly
1553,3628,79,602,2022-07-16,2023-06-11,2022-07-06,64406,198367,2975,20715,1,11,5,11,30,Residential,Expired,Monthly
